Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
 التصدي لهذا الغزو 	التصدي لهذا الغزو	1.0	التصدي لهذا الغزو	التصدي لهذا الغزو	1.0	1
السرج	السرج	1.0	السرج	السرج	1.0	1
على ظهور الخيل	على ظهور خيولهم العارية	0.5714285714285715	ظهور الخيل	ظهور خيولهم العارية	0.4	0
في عام 1922	1922	0.5	عام 1922	1922	0.6666666666666666	0
اكتشاف قبره	اكتشاف قبره	1.0	اكتشاف قبره	اكتشاف قبره	1.0	1
فيثاغورس	هوميروس	0.0	فيثاغورس	هوميروس	0.0	0
في الهواء الطلق	الهواء الطلق	0.8	الهواء الطلق	الهواء الطلق	1.0	1
للمنزل	للمنزل	1.0	للمنزل	للمنزل	1.0	1
قبائل الإسكيمو	إريك الأحمر	0.0	قبائل الإسكيمو	إريك الأحمر	0.0	0
الرجال الأغنياء	الرجال الأغنياء	1.0	الرجال الأغنياء	الرجال الأغنياء	1.0	1
من خلال عدد أيونات الهيدروجين (حرف الH في pH) في المادة الكيميائية	من خلال عدد أيونات الهيدروجين	0.5882352941176471	خلال عدد أيونات الهيدروجين ( حرف الH pH ) المادة الكيميائية	خلال عدد أيونات الهيدروجين	0.6153846153846153	0
الإلكترونات	الإلكترونات	1.0	الإلكترونات	الإلكترونات	1.0	1
القطط متوسطة الحجم	القطط متوسطة الحجم	1.0	القطط متوسطة الحجم	القطط متوسطة الحجم	1.0	1
غرفةٌ صغيرةٌ	الكلمة اللاتينية	0.0	غرفةٌ صغيرةٌ	الكلمة اللاتينية	0.0	0
الشمس	تصنع النباتات طعامها من الشمس	0.3333333333333333	الشمس	تصنع النباتات طعامها الشمس	0.4	0
ثاني أكسيد الكربون	ثاني أكسيد الكربون	1.0	أكسيد الكربون	أكسيد الكربون	1.0	1
الأوردة	الأوردة	1.0	الأوردة	الأوردة	1.0	1
الشعيرات الدموية	الشعيرات الدموية	1.0	الشعيرات الدموية	الشعيرات الدموية	1.0	1
الثورة البلجيكية	الثورة البلجيكية	1.0	الثورة البلجيكية	الثورة البلجيكية	1.0	1
23،764	23،764	1.0	23،764	23،764	1.0	1
المراسم الدينيّة	الإيطالية	0.0	المراسم الدينيّة	الإيطالية	0.0	0
استخدام ضوء ساطع في تحفيز الذرات	لاستخدام ضوء ساطع في تحفيز الذرات	0.8333333333333334	استخدام ضوء ساطع تحفيز الذرات	لاستخدام ضوء ساطع تحفيز الذرات	0.8000000000000002	0
النرويج	نرويجي	0.0	النرويج	نرويجي	0.0	0
حوالي القرن الخامس عشر	القرن الخامس عشر	0.8571428571428571	حوالي القرن الخامس	القرن الخامس	0.8	0
الأبجدية الألمانية	تأثير ثقافي كبير من ألمانيا	0.0	الأبجدية الألمانية	تأثير ثقافي كبير ألمانيا	0.0	0
 الهانجول 	اخترعت عن قصد	0.0	الهانجول	اخترعت قصد	0.0	0
الغاز	الغاز	1.0	الغاز	الغاز	1.0	1
النّفط	الاقتصاد غير الرسمي	0.0	النّفط	الاقتصاد الرسمي	0.0	0
ذرتين هيدروجين وذرة أكسجين	ذرتين هيدروجين وذرة أكسجين	1.0	ذرتين هيدروجين وذرة أكسجين	ذرتين هيدروجين وذرة أكسجين	1.0	1
حالته الكيميائية	حالته الكيميائية	1.0	حالته الكيميائية	حالته الكيميائية	1.0	1
مقلوباً	مقلوباً	1.0	مقلوباً	مقلوباً	1.0	1
هجين أوركيد	هجين أوركيد	1.0	هجين أوركيد	هجين أوركيد	1.0	1
بريطانيا	بريطانيا	1.0	بريطانيا	بريطانيا	1.0	1
عملية أسد البحر 	عملية أسد البحر	1.0	عملية أسد البحر	عملية أسد البحر	1.0	1
"يحكم فرنسا """"فيشي"	الشعب الفرنسي	0.0	يحكم فرنسا `` '' فيشي	الشعب الفرنسي	0.0	0
الأمريكيون والقوات الفرنسية الحرة	الشعب الفرنسي	0.0	الأمريكيون والقوات الفرنسية الحرة	الشعب الفرنسي	0.0	0
الرادار	الرادار	1.0	الرادار	الرادار	1.0	1
الرّماية	الرّماية	1.0	الرّماية	الرّماية	1.0	1
 أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر	قُتل	0.0	أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر	قُتل	0.0	0
في طبرق	طبرق	0.6666666666666666	طبرق	طبرق	1.0	1
جاي شانكار شودري	لاكها سينغ	0.0	جاي شانكار شودري	لاكها سينغ	0.0	0
"غنت المغنية التركية """"سيزين أكسو"""" مع الإيطالي """"أليساندرو سافينا"""" والمغني اليوناني """"هاريس أليكسيو"""""	طروادة	0.0	غنت المغنية التركية `` '' سيزين أكسو '' '' الإيطالي `` '' أليساندرو سافينا '' '' والمغني اليوناني `` '' هاريس أليكسيو '' ''	طروادة	0.0	0
الإيطالي	الإيطالي	1.0	الإيطالي	الإيطالي	1.0	1
في تونغا	تونغا	0.6666666666666666	تونغا	تونغا	1.0	1
عندما قلل السرعة إلى 160 كيلومتر في ساعة	"درجة انخفاض """"البلاك بيوتي""""."	0.0	عندما قلل السرعة 160 كيلومتر ساعة	درجة انخفاض `` '' البلاك بيوتي '' '' .	0.0	0
حوالي 65 كم (40 ميلاً) جنوب بوتي	جنوب بوتي	0.4444444444444445	حوالي 65 ( 40 ميلاً ) جنوب بوتي	جنوب بوتي	0.5	0
اشتعلت النيران في سجن أبو غريب	اشتعلت النيران	0.5	اشتعلت النيران سجن غريب	اشتعلت النيران	0.6666666666666666	0
بعد اكتشاف إساءة معاملة السجناء	إساءة معاملة السجناء به	0.6666666666666665	اكتشاف إساءة معاملة السجناء	إساءة معاملة السجناء	0.8571428571428571	0
المتظاهرين	المتظاهرين في الجنوب	0.5	المتظاهرين	المتظاهرين الجنوب	0.6666666666666666	0
"سكان مدينة """"بشكيك"""""	"العديد من سكان مدينة """"بشكيك"""""	0.7499999999999999	سكان مدينة `` '' بشكيك '' ''	العديد سكان مدينة `` '' بشكيك '' ''	0.8571428571428571	0
في عام 2013	2013	0.5	عام 2013	2013	0.6666666666666666	0
عندما لم يكن جرس بابه مسموعاً من متجره ف مرآب منزله	2013	0.0	عندما يكن جرس بابه مسموعاً متجره مرآب منزله	2013	0.0	0
كتب	كتب يجب على الأطفال أن يبحثوا عنها عندما يتوجه كل منهم إلى المكتبة	0.1428571428571428	كتب	كتب يجب الأطفال يبحثوا عنها عندما يتوجه منهم المكتبة	0.19999999999999998	0
أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	1.0	أزمة التمويل والتحول فلسفة البرامج التلفزيونية التعليمية	أزمة التمويل والتحول فلسفة البرامج التلفزيونية التعليمية	1.0	1
أربعة	أربعة	1.0			1.0	1
 Apple 	وزارة الاقتصاد، والتجارة، والصناعة اليابانية	0.0	Apple	وزارة الاقتصاد، والتجارة، والصناعة اليابانية	0.0	0
الهاتف	سنصنع التاريخ اليوم	0.0	الهاتف	سنصنع التاريخ اليوم	0.0	0
عزمها الترشح للرئاسة	عزمها الترشح للرئاسة	1.0	عزمها الترشح للرئاسة	عزمها الترشح للرئاسة	1.0	1
في لابلاتا	لابلاتا	0.6666666666666666	لابلاتا	لابلاتا	1.0	1
لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	على الرغم من أنه تم بث الفيديو على الإنترنت، برنامج الأخ الأكبر لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	0.625	ينتهك أياً قوانين الرقابة المحتوى عبر الإنترنت	الرغم أنه تم بث الفيديو الإنترنت، برنامج الأخ الأكبر ينتهك أياً قوانين الرقابة المحتوى عبر الإنترنت	0.6086956521739131	0
يجب أن يكون موجوداً على الخادم بشكل ملموس	يجب أن يكون موجوداً على الخادم بشكل ملموس	1.0	يجب يكون موجوداً الخادم بشكل ملموس	يجب يكون موجوداً الخادم بشكل ملموس	1.0	1
جون هاوارد	بيتر كوستيلو	0.0	جون هاوارد	بيتر كوستيلو	0.0	0
ماسيج كريزيل	ماسيج كريزيل	1.0	ماسيج كريزيل	ماسيج كريزيل	1.0	1
فنلندا	فنلندا	1.0	فنلندا	فنلندا	1.0	1
53	53	1.0	53	53	1.0	1
مانشستر سيتي	بالميراس	0.0	مانشستر سيتي	بالميراس	0.0	0
جاك ليتون	جاك ليتون	1.0	جاك ليتون	جاك ليتون	1.0	1
حكومة الولاية وبعض النواب الفيدراليين	جون هوارد	0.0	حكومة الولاية وبعض النواب الفيدراليين	جون هوارد	0.0	0
بلورات	بلورات تتشكل	0.6666666666666666	بلورات	بلورات تتشكل	0.6666666666666666	0
بلورات تتشكل في بول القطط	بلورات تتشكل في بول القطط	1.0	بلورات تتشكل بول القطط	بلورات تتشكل بول القطط	1.0	1
تومي دريمر	تومي دريمر	1.0	تومي دريمر	تومي دريمر	1.0	1
"داستن """"جولدست"""" رانلز"	"داستن """"جولدست"""" رانلز"	1.0	داستن `` '' جولدست '' '' رانلز	داستن `` '' جولدست '' '' رانلز	1.0	1
تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	1.0	تجنب الطريق القديم يقوم مبدأ تلوث أولاً تنظف لاحقاً	تجنب الطريق القديم يقوم مبدأ تلوث أولاً تنظف لاحقاً	1.0	1
إيد ديفي 	استقال هوهن وسيتم استبداله في مجلس الوزراء بعضو البرلمان إيد ديفي	0.3076923076923077	إيد ديفي	استقال هوهن وسيتم استبداله مجلس الوزراء بعضو البرلمان إيد ديفي	0.33333333333333337	0
نورمان لامب 	نورمان لامب	1.0	نورمان لامب	نورمان لامب	1.0	1
الفنانون	الفنانون	1.0	الفنانون	الفنانون	1.0	1
نشاط مأهول خارج المركبة ( EVA )	EVA	0.3333333333333333	نشاط مأهول خارج المركبة ( EVA )	EVA	0.33333333333333337	0
أبولو سويوز	أبولو سويوز	1.0	أبولو سويوز	أبولو سويوز	1.0	1
الليبرالي	المحافظين الماليين	0.0	الليبرالي	المحافظين الماليين	0.0	0
سكايب	الصين، وأوروبا الشرقية، والبرازيل	0.0	سكايب	الصين، وأوروبا الشرقية، والبرازيل	0.0	0
تنويع مصادر ربحها واكتساب شعبية في المناطق التي يحتل فيها سكايب مكانة قوية	تنويع مصادر ربحها واكتساب شعبية في المناطق التي يحتل فيها سكايب مكانة قوية	1.0	تنويع مصادر ربحها واكتساب شعبية المناطق يحتل سكايب مكانة قوية	تنويع مصادر ربحها واكتساب شعبية المناطق يحتل سكايب مكانة قوية	1.0	1
الاعتماد على النفط	الاعتماد على النفط	1.0	الاعتماد النفط	الاعتماد النفط	1.0	1
 ويضعون ورقة مطبوعة بشكل مسبق مشيرة إلى مرشحهم المفضل في ظرف	صندوق الاقتراع	0.0	ويضعون ورقة مطبوعة بشكل مسبق مشيرة مرشحهم المفضل ظرف	صندوق الاقتراع	0.0	0
اهتمامه بالحرب الذي استمر طوال حياته	اهتمامه بالحرب	0.5	اهتمامه بالحرب استمر طوال حياته	اهتمامه بالحرب	0.5714285714285715	0
معدل الوفيات المرتفع جداً	"شكل البكتيريا المتغير الجديد """"مثير للقلق ومروّع للغاية بسبب معدل الوفيات المرتفع"	0.375	معدل الوفيات المرتفع جداً	شكل البكتيريا المتغير الجديد `` '' مثير للقلق ومروّع للغاية بسبب معدل الوفيات المرتفع	0.375	0
اثنين	اثنين	1.0			1.0	1
 مرتبطة بالأقمار الاصطناعية 	بالأقمار الاصطناعية	0.8	مرتبطة بالأقمار الاصطناعية	بالأقمار الاصطناعية	0.8	0
بتحديد مكان طائرة بدقة أعلى	بتحديد مكان طائرة بدقة أعلى	1.0	بتحديد مكان طائرة بدقة أعلى	بتحديد مكان طائرة بدقة أعلى	1.0	1
يخصص 10 عملاء للمواد الإباحية للبالغين	يخصص 10 عملاء للمواد الإباحية للبالغين	1.0	يخصص 10 عملاء للمواد الإباحية للبالغين	يخصص 10 عملاء للمواد الإباحية للبالغين	1.0	1
انقلاب	انقلاب	1.0	انقلاب	انقلاب	1.0	1
 أمام الرحلات الجوية التجارية	وانفجرت	0.0	الرحلات الجوية التجارية	وانفجرت	0.0	0
كارتر	كارتر	1.0	كارتر	كارتر	1.0	1
لهنري كيسنجر	بريجنسكي	0.0	لهنري كيسنجر	بريجنسكي	0.0	0
مخلبه الثاني كان أكبر	الريش الكامل والدم الحار	0.0	مخلبه الثاني أكبر	الريش الكامل والدم الحار	0.0	0
الستينيات	الستينيات	1.0	الستينيات	الستينيات	1.0	1
في ساحة القديس بطرس.	ساحة القديس بطرس	0.8571428571428571	ساحة القديس بطرس .	ساحة القديس بطرس	1.0	1
 '' أوكا '' '' 	كريستوفر شنايدر	0.0	`` أوكا `` ``	كريستوفر شنايدر	0.0	0
9000	9000	1.0	9000	9000	1.0	1
14.7 مليار دولار أمريكي	14.7	0.4	14.7 مليار أمريكي	14.7	0.5	0
في مستنقعات بالقرب من ليون في شرق فرنسا.	شرق فرنسا	0.4	مستنقعات بالقرب ليون شرق فرنسا .	شرق فرنسا	0.5714285714285715	0
منذ القرن التاسع عشر	القرن التاسع عشر	0.8571428571428571	القرن التاسع	القرن التاسع	1.0	1
مُعسكر القوات	معسكر الأمم المتّحدة	0.0	مُعسكر القوات	معسكر الأمم المتّحدة	0.0	0
التعدّي على ممتلكات الغيْر	التعدّي على ممتلكات الغيْر	1.0	التعدّي ممتلكات الغيْر	التعدّي ممتلكات الغيْر	1.0	1
لم يمسس اللافتة ضرر	استخدم تربولين أسود مزيناً بعلامة السلام ورسمة لقلب في تعديلاته	0.0	يمسس اللافتة ضرر	استخدم تربولين أسود مزيناً بعلامة السلام ورسمة لقلب تعديلاته	0.0	0
إلى الجمعية الوطنية	الجمعية الوطنية	0.8	الجمعية الوطنية	الجمعية الوطنية	1.0	1
الشمال الغربي.	الشمال الغربي	1.0	الشمال الغربي .	الشمال الغربي	1.0	1
لأجهزة راديو مزدوجة 	امتلاك المحطة الأساسية لأجهزة راديو مزدوجة	0.6666666666666666	لأجهزة راديو مزدوجة	امتلاك المحطة الأساسية لأجهزة راديو مزدوجة	0.6666666666666666	0
استخدامها ممنوع في الألعاب	استخدامها ممنوع في الألعاب	1.0	استخدامها ممنوع الألعاب	استخدامها ممنوع الألعاب	1.0	1
لقاح التهاب الدماغ،	لقاح التهاب الدماغ، مما سيساعد في استعداد الوكالات الصحية للعام القادم. تم تأجيل خطط توصيل اللقاحات	0.3157894736842105	لقاح التهاب الدماغ،	لقاح التهاب الدماغ، سيساعد استعداد الوكالات الصحية للعام القادم . تم تأجيل خطط توصيل اللقاحات	0.35294117647058826	0
من خلال الخنازير،	البعوض	0.0	خلال الخنازير،	البعوض	0.0	0
منع الاتحادات المدنية لشخصين من نفس الجنس	الباب للاتحادات المدنية في المستقبل	0.1666666666666666	منع الاتحادات المدنية لشخصين الجنس	الباب للاتحادات المدنية المستقبل	0.22222222222222224	0
 للصحافة 	للصحافة	1.0	للصحافة	للصحافة	1.0	1
للو بيكولو	للو بيكولو	1.0	للو بيكولو	للو بيكولو	1.0	1
في نيبال	نيبال	0.6666666666666666	نيبال	نيبال	1.0	1
كلب مسعور	قراصنة	0.0	كلب مسعور	قراصنة	0.0	0
مباشرةً بعد التوقف للصيانة	بعد التوقف للصيانة	0.8571428571428571	مباشرةً التوقف للصيانة	التوقف للصيانة	0.8	0
 بسبب تضرر نظام التعليق	تضرر نظام التعليق	0.8571428571428571	بسبب تضرر نظام التعليق	تضرر نظام التعليق	0.8571428571428571	0
جلسة استماع	وكيل المحكمة جلسة استماع	0.6666666666666666	جلسة استماع	وكيل المحكمة جلسة استماع	0.6666666666666666	0
ممثلة	أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ	0.0	ممثلة	أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ	0.0	0
هيئة الإسكان 	هيئة الإسكان في أوكلاند	0.6666666666666666	هيئة الإسكان	هيئة الإسكان أوكلاند	0.8	0
2,220	2250	0.0	2,220	2250	0.0	0
جرى التحقق من أن أصل حوالي 34 فقط	مادة مريخية مؤكدة كيميائيًا	0.0	جرى التحقق أصل حوالي 34 فقط	مادة مريخية مؤكدة كيميائيًا	0.0	0
في عام2006	2006	0.0	عام2006	2006	0.0	0
خلال سباق جائزة المجر الكبرى عام 2009.	2009.	0.25	خلال سباق جائزة المجر الكبرى عام 2009 .	2009 .	0.25	0
جميع أصوات مندوبيها الخمسين	جميع أصوات مندوبيها الخمسين	1.0	أصوات مندوبيها الخمسين	أصوات مندوبيها الخمسين	1.0	1
المعلومات	المعلومات	1.0	المعلومات	المعلومات	1.0	1
قارب	قارب	1.0	قارب	قارب	1.0	1
أربع	45	0.0		45	0.0	0
في عام 2007	2007.	0.5	عام 2007	2007 .	0.6666666666666666	0
الولايات المتحدة	الولايات المتحدة	1.0	الولايات المتحدة	الولايات المتحدة	1.0	1
الاقتصاد	بالاقتصاد	0.0	الاقتصاد	بالاقتصاد	0.0	0
برنامج الصيد التابع للجمعية	برنامج الصيد	0.6666666666666666	برنامج الصيد التابع للجمعية	برنامج الصيد	0.6666666666666666	0
التلويح بالجهاز في الهواء	التلويح بالجهاز في الهواء	1.0	التلويح بالجهاز الهواء	التلويح بالجهاز الهواء	1.0	1
 نظام التحكم	نينتندو الثوري	0.0	نظام التحكم	نينتندو الثوري	0.0	0
اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016	أن اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016- قد تخلت عن جهودها	0.878048780487805	اللجنة -التي تتمكن الوصول مباشرة بوب ديلان بشأن الفوز بجائزة نوبل الأدب لعام 2016	اللجنة -التي تتمكن الوصول مباشرة بوب ديلان بشأن الفوز بجائزة نوبل الأدب لعام 2016- تخلت جهودها	0.9333333333333333	0
بوب ديلان	بوب ديلان	1.0	بوب ديلان	بوب ديلان	1.0	1
جوردون جوندرو	جوردون جوندرو	1.0	جوردون جوندرو	جوردون جوندرو	1.0	1
أكثر من 1,000	1,000	0.5	1,000	1,000	1.0	1
 عطل كهربائي	عطل كهربائي	1.0	عطل كهربائي	عطل كهربائي	1.0	1
20 قدماً	20 قدماً	1.0	20 قدماً	20 قدماً	1.0	1
فيضاناً	شهد فيضاناً	0.6666666666666666	فيضاناً	شهد فيضاناً	0.6666666666666666	0
كيفية تشكل الكواكب، وعلى الأخص كيف تشكلت الأرض	كيفية تشكل الكواكب	0.3636363636363636	كيفية تشكل الكواكب، وعلى الأخص تشكلت الأرض	كيفية تشكل الكواكب	0.4	0
التقاط صور لحاجز الشرطة	التقاط صور لحاجز الشرطة	1.0	التقاط صور لحاجز الشرطة	التقاط صور لحاجز الشرطة	1.0	1
240 كيلومتراً في الساعة (149 ميلاً في الساعة)	240 كيلومتراً في الساعة	0.6666666666666666	240 كيلومتراً الساعة ( 149 ميلاً الساعة )	240 كيلومتراً الساعة	0.6666666666666666	0
بعد توقف فيرناندو ألونسو المبكر	2008	0.0	توقف فيرناندو ألونسو المبكر	2008	0.0	0
الطائرة	مكوناً رئيسياً لكل من الجيشين الروسي والسوفيتي منذ سبعينيات القرن العشرين	0.0	الطائرة	مكوناً رئيسياً لكل الجيشين الروسي والسوفيتي سبعينيات القرن العشرين	0.0	0
إناث وذكور	إناث وذكور	1.0	إناث وذكور	إناث وذكور	1.0	1
محور النورة	محوراً متطوراً بالكامل	0.0	محور النورة	محوراً متطوراً بالكامل	0.0	0
في البلدان ذوات الدخل المنخفض	البلدان ذوات الدخل المنخفض	0.888888888888889	البلدان ذوات الدخل المنخفض	البلدان ذوات الدخل المنخفض	1.0	1
طابعات نفاثة للحبر	طابعات نفاثة للحبر قياسية	0.8571428571428571	طابعات نفاثة للحبر	طابعات نفاثة للحبر قياسية	0.8571428571428571	0
الظروف الجوية القاسية	الظروف الجوية القاسية	1.0	الظروف الجوية القاسية	الظروف الجوية القاسية	1.0	1
متى يعتقد أن تبدأ الحياة	متى يعتقد أن تبدأ الحياة	1.0	يعتقد تبدأ الحياة	يعتقد تبدأ الحياة	1.0	1
التعليق على تفاصيل الحالات المحتملة	متى يعتقد أن تبدأ الحياة	0.0	التعليق تفاصيل الحالات المحتملة	يعتقد تبدأ الحياة	0.0	0
نحو السماء 	السماء	0.6666666666666666	السماء	السماء	1.0	1
التغيرات في درجات الحرارة	التغيرات في درجات الحرارة بين الليل والنهار	0.7272727272727273	التغيرات درجات الحرارة	التغيرات درجات الحرارة الليل والنهار	0.7499999999999999	0
صور الأشعة تحت الحمراء	صور الأشعة تحت الحمراء	1.0	صور الأشعة الحمراء	صور الأشعة الحمراء	1.0	1
منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0	منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0	1
جوهانسبرغ	ملعب إليس بارك في جوهانسبرغ	0.3333333333333333	جوهانسبرغ	ملعب إليس بارك جوهانسبرغ	0.4	0
49	49	1.0	49	49	1.0	1
بولونياا	بولونيا	0.0	بولونياا	بولونيا	0.0	0
29%	29%	1.0	29 %	29 %	1.0	1
في نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	0.9090909090909092	نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	1.0	1
تنظيم الأبوة	مؤسسة كومن	0.0	تنظيم الأبوة	مؤسسة كومن	0.0	0
للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75	للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75	0
أسوس	أسوس	1.0	أسوس	أسوس	1.0	1
أجهزة الحاسوب المحمولة	أجهزة الحاسوب	0.8	أجهزة الحاسوب المحمولة	أجهزة الحاسوب	0.8	0
الصبي	الصبي	1.0	الصبي	الصبي	1.0	1
في هذه المرحلة	المجموعة الثانية	0.0	المرحلة	المجموعة الثانية	0.0	0
خسر موراي	خسر	0.6666666666666666	خسر موراي	خسر	0.6666666666666666	0
أطفال	أطفال في سن المدرسة	0.4	أطفال	أطفال سن المدرسة	0.5	0
ذي أنيون	ذي أنيون	1.0	أنيون	أنيون	1.0	1
عند الساعة 11:20	11:20	0.5	الساعة 11:20	11:20	0.6666666666666666	0
سوء الأحوال الجوية	سوء الأحوال الجوية	1.0	سوء الأحوال الجوية	سوء الأحوال الجوية	1.0	1
العاصفة بعيدة عن اليابسة	العاصفة بعيدة عن اليابسة	1.0	العاصفة بعيدة اليابسة	العاصفة بعيدة اليابسة	1.0	1
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6	نائب رئيس الوزراء السنغافوري وونغ سينغ	وونغ سينغ	0.5	0
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	1.0	أسبوعٍ الخسائر انتخابات التجديد النصفي	أسبوعٍ الخسائر انتخابات التجديد النصفي	1.0	1
