Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
قبائل الإسكيمو	إريك الأحمر	0.0	قبائل الإسكيمو	إريك الأحمر	0.0	0
الرجال الأغنياء	الفقراء والنساء يأكلون طعامهم وهم جالسون على المقاعد، كان الرجال الأغنياء	0.3076923076923077	الرجال الأغنياء	الفقراء والنساء يأكلون طعامهم وهم جالسون المقاعد، الرجال الأغنياء	0.3636363636363636	0
تنازلت من خلالها عن سيادتها على التايوان لصالح اليابان	تنازلت من خلالها عن سيادتها على التايوان لصالح اليابان	1.0	تنازلت خلالها سيادتها التايوان لصالح اليابان	تنازلت خلالها سيادتها التايوان لصالح اليابان	1.0	1
من خلال عدد أيونات الهيدروجين (حرف الH في pH) في المادة الكيميائية	من خلال عدد أيونات الهيدروجين	0.5882352941176471	خلال عدد أيونات الهيدروجين ( حرف الH pH ) المادة الكيميائية	خلال عدد أيونات الهيدروجين	0.6153846153846153	0
الإلكترونات	بروتونات منزوعة الإلكترونات	0.5	الإلكترونات	بروتونات منزوعة الإلكترونات	0.5	0
القطط متوسطة الحجم	القطط متوسطة الحجم	1.0	القطط متوسطة الحجم	القطط متوسطة الحجم	1.0	1
غرفةٌ صغيرةٌ	غرفةٌ صغيرةٌ	1.0	غرفةٌ صغيرةٌ	غرفةٌ صغيرةٌ	1.0	1
الشمس	الشمس	1.0	الشمس	الشمس	1.0	1
ثاني أكسيد الكربون	الأكسجين	0.0	أكسيد الكربون	الأكسجين	0.0	0
الأوردة	الأوردة	1.0	الأوردة	الأوردة	1.0	1
الشعيرات الدموية	الشعيرات الدموية	1.0	الشعيرات الدموية	الشعيرات الدموية	1.0	1
الثورة البلجيكية	الثورة البلجيكية في ثلاثينيات القرن التاسع عشر	0.4444444444444445	الثورة البلجيكية	الثورة البلجيكية ثلاثينيات القرن التاسع	0.5714285714285715	0
23،764	23،764 كيلومتر مربع	0.5	23،764	23،764 كيلومتر مربع	0.5	0
المراسم الدينيّة	الإيطالية	0.0	المراسم الدينيّة	الإيطالية	0.0	0
استخدام ضوء ساطع في تحفيز الذرات	ضوء ساطع	0.5	استخدام ضوء ساطع تحفيز الذرات	ضوء ساطع	0.5714285714285715	0
النرويج	النرويج	1.0	النرويج	النرويج	1.0	1
حوالي القرن الخامس عشر	القرن الخامس عشر	0.8571428571428571	حوالي القرن الخامس	القرن الخامس	0.8	0
الأبجدية الألمانية	تأثير ثقافي كبير من ألمانيا	0.0	الأبجدية الألمانية	تأثير ثقافي كبير ألمانيا	0.0	0
 الهانجول 	الهانجول	1.0	الهانجول	الهانجول	1.0	1
الغاز	سماكة الغاز	0.6666666666666666	الغاز	سماكة الغاز	0.6666666666666666	0
النّفط	عاطلون عن العمل	0.0	النّفط	عاطلون العمل	0.0	0
ذرتين هيدروجين وذرة أكسجين	ذرتين هيدروجين وذرة أكسجين	1.0	ذرتين هيدروجين وذرة أكسجين	ذرتين هيدروجين وذرة أكسجين	1.0	1
حالته الكيميائية	تستطيع العناصر والمركبات الانتقال من حالة إلى أخرى دون أن تتغير	0.0	حالته الكيميائية	تستطيع العناصر والمركبات الانتقال حالة أخرى تتغير	0.0	0
مقلوباً	مقلوباً	1.0	مقلوباً	مقلوباً	1.0	1
هجين أوركيد	هجين أوركيد	1.0	هجين أوركيد	هجين أوركيد	1.0	1
بريطانيا	بريطانيا	1.0	بريطانيا	بريطانيا	1.0	1
عملية أسد البحر 	عملية أسد البحر	1.0	عملية أسد البحر	عملية أسد البحر	1.0	1
"يحكم فرنسا """"فيشي"	الشعب الفرنسي الذين صنعوا السلام مع الألمان في عام 1940 وعملوا مع الغزاة بدلاً من محاربتهم	0.0	يحكم فرنسا `` '' فيشي	الشعب الفرنسي صنعوا السلام الألمان عام 1940 وعملوا الغزاة بدلاً محاربتهم	0.0	0
الأمريكيون والقوات الفرنسية الحرة	الألمان	0.0	الأمريكيون والقوات الفرنسية الحرة	الألمان	0.0	0
الرادار	الرادار	1.0	الرادار	الرادار	1.0	1
الرّماية	نطاق الرّماية	0.6666666666666666	الرّماية	نطاق الرّماية	0.6666666666666666	0
 أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر	أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر، الجنرال لاستوتشي في كمينٍ غرب ميناء بردية	0.5714285714285714	أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر	أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر، الجنرال لاستوتشي كمينٍ غرب ميناء بردية	0.6	0
في طبرق	٢٨ يونيو	0.0	طبرق	٢٨	0.0	0
جاي شانكار شودري	تشابان بهوج بهاجان	0.0	جاي شانكار شودري	تشابان بهوج بهاجان	0.0	0
"غنت المغنية التركية """"سيزين أكسو"""" مع الإيطالي """"أليساندرو سافينا"""" والمغني اليوناني """"هاريس أليكسيو"""""	طروادة	0.0	غنت المغنية التركية `` '' سيزين أكسو '' '' الإيطالي `` '' أليساندرو سافينا '' '' والمغني اليوناني `` '' هاريس أليكسيو '' ''	طروادة	0.0	0
الإيطالي	الإيطالي	1.0	الإيطالي	الإيطالي	1.0	1
في تونغا	باغو باغو ونيو	0.0	تونغا	باغو باغو ونيو	0.0	0
عندما قلل السرعة إلى 160 كيلومتر في ساعة	"بسبب درجة انخفاض """"البلاك بيوتي""""."	0.0	عندما قلل السرعة 160 كيلومتر ساعة	بسبب درجة انخفاض `` '' البلاك بيوتي '' '' .	0.0	0
حوالي 65 كم (40 ميلاً) جنوب بوتي	جنوب	0.25	حوالي 65 ( 40 ميلاً ) جنوب بوتي	جنوب	0.2857142857142857	0
اشتعلت النيران في سجن أبو غريب	اشتعلت النيران	0.5	اشتعلت النيران سجن غريب	اشتعلت النيران	0.6666666666666666	0
بعد اكتشاف إساءة معاملة السجناء	بعد سيطرة القوات الأمريكية، أصبح السجن ذو سمعة سيئة	0.1428571428571428	اكتشاف إساءة معاملة السجناء	سيطرة القوات الأمريكية، السجن سمعة سيئة	0.0	0
المتظاهرين	أفادت تقارير باستمرار أعمال النهب على نطاق واسع حتى صباح اليوم التالي	0.0	المتظاهرين	أفادت تقارير باستمرار أعمال النهب نطاق واسع اليوم التالي	0.0	0
"سكان مدينة """"بشكيك"""""	أفادت تقارير باستمرار أعمال النهب على نطاق واسع حتى صباح اليوم التالي	0.0	سكان مدينة `` '' بشكيك '' ''	أفادت تقارير باستمرار أعمال النهب نطاق واسع اليوم التالي	0.0	0
في عام 2013	بعد ظهوره في عام 2013 في حلقة شارك تانك	0.5	عام 2013	ظهوره عام 2013 حلقة شارك تانك	0.5	0
عندما لم يكن جرس بابه مسموعاً من متجره ف مرآب منزله	عندما لم يكن جرس بابه مسموعاً من متجره في مرآب منزله	0.9090909090909092	عندما يكن جرس بابه مسموعاً متجره مرآب منزله	عندما يكن جرس بابه مسموعاً متجره مرآب منزله	1.0	1
كتب	كتب يجب على الأطفال أن يبحثوا عنها عندما يتوجه كل منهم إلى المكتبة	0.1428571428571428	كتب	كتب يجب الأطفال يبحثوا عنها عندما يتوجه منهم المكتبة	0.19999999999999998	0
أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية قد ساهمت في إنهاء المسلسل	0.761904761904762	أزمة التمويل والتحول فلسفة البرامج التلفزيونية التعليمية	أزمة التمويل والتحول فلسفة البرامج التلفزيونية التعليمية ساهمت إنهاء المسلسل	0.8235294117647058	0
الحكومة البولندية 	بولندا	0.0	الحكومة البولندية	بولندا	0.0	0
أربعة	أربعة	1.0			1.0	1
 Apple 	غير خطيرة	0.0	Apple	خطيرة	0.0	0
الهاتف	سنصنع التاريخ اليوم	0.0	الهاتف	سنصنع التاريخ اليوم	0.0	0
اختراع الهاتف	ستعيد شركة أبل اختراع الهاتف، سنصنع التاريخ اليوم	0.2	اختراع الهاتف	ستعيد شركة أبل اختراع الهاتف، سنصنع التاريخ اليوم	0.2	0
عزمها الترشح للرئاسة	عزمها الترشح للرئاسة	1.0	عزمها الترشح للرئاسة	عزمها الترشح للرئاسة	1.0	1
في لابلاتا	المسرح الأرجنتيني	0.0	لابلاتا	المسرح الأرجنتيني	0.0	0
لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	على الرغم من أنه تم بث الفيديو على الإنترنت، برنامج الأخ الأكبر لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	0.625	ينتهك أياً قوانين الرقابة المحتوى عبر الإنترنت	الرغم أنه تم بث الفيديو الإنترنت، برنامج الأخ الأكبر ينتهك أياً قوانين الرقابة المحتوى عبر الإنترنت	0.6086956521739131	0
يجب أن يكون موجوداً على الخادم بشكل ملموس	يجب أن يكون موجوداً على الخادم بشكل ملموس	1.0	يجب يكون موجوداً الخادم بشكل ملموس	يجب يكون موجوداً الخادم بشكل ملموس	1.0	1
جون هاوارد	بيتر كوستيلو	0.0	جون هاوارد	بيتر كوستيلو	0.0	0
ماسيج كريزيل	ماسيج كريزيل	1.0	ماسيج كريزيل	ماسيج كريزيل	1.0	1
فنلندا	فنلندا	1.0	فنلندا	فنلندا	1.0	1
53	بالميراس	0.0	53	بالميراس	0.0	0
مانشستر سيتي	بالميراس	0.0	مانشستر سيتي	بالميراس	0.0	0
جاك ليتون	جاك ليتون	1.0	جاك ليتون	جاك ليتون	1.0	1
حكومة الولاية وبعض النواب الفيدراليين	النواب الفيدراليين	0.5714285714285715	حكومة الولاية وبعض النواب الفيدراليين	النواب الفيدراليين	0.5714285714285715	0
بلورات	حمض السيانريك والملامين	0.0	بلورات	حمض السيانريك والملامين	0.0	0
بلورات تتشكل في بول القطط	الكلى	0.0	بلورات تتشكل بول القطط	الكلى	0.0	0
تومي دريمر	تومي دريمر	1.0	تومي دريمر	تومي دريمر	1.0	1
"داستن """"جولدست"""" رانلز"	"داستن """"جولدست"""" رانلز"	1.0	داستن `` '' جولدست '' '' رانلز	داستن `` '' جولدست '' '' رانلز	1.0	1
تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	1.0	تجنب الطريق القديم يقوم مبدأ تلوث أولاً تنظف لاحقاً	تجنب الطريق القديم يقوم مبدأ تلوث أولاً تنظف لاحقاً	1.0	1
إيد ديفي 	استقال هوهن وسيتم استبداله في مجلس الوزراء بعضو البرلمان إيد ديفي	0.3076923076923077	إيد ديفي	استقال هوهن وسيتم استبداله مجلس الوزراء بعضو البرلمان إيد ديفي	0.33333333333333337	0
نورمان لامب 	نورمان لامب	1.0	نورمان لامب	نورمان لامب	1.0	1
يدخن الفنانون لفائف القنب 	يدخن الفنانون لفائف القنب	1.0	يدخن الفنانون لفائف القنب	يدخن الفنانون لفائف القنب	1.0	1
الفنانون	يدخن الفنانون لفائف القنب	0.4	الفنانون	يدخن الفنانون لفائف القنب	0.4	0
نشاط مأهول خارج المركبة ( EVA )	EVA	0.3333333333333333	نشاط مأهول خارج المركبة ( EVA )	EVA	0.33333333333333337	0
أبولو سويوز	أبولو سويوز	1.0	أبولو سويوز	أبولو سويوز	1.0	1
الليبرالي	النقد الليبرالي لمجهود إعادة الإعمار قد ركز على منح عقود إعادة الإعمار للمطلعين في واشنطن	0.125	الليبرالي	النقد الليبرالي لمجهود إعادة الإعمار ركز منح عقود إعادة الإعمار للمطلعين واشنطن	0.15384615384615385	0
أمها 	طبيبةً قد عملت في مستشفى الأطفال	0.0	أمها	طبيبةً عملت مستشفى الأطفال	0.0	0
في صندوق سيارتها	بلو آش، أوهايو	0.0	صندوق سيارتها	بلو آش، أوهايو	0.0	0
سكايب	سكايب	1.0	سكايب	سكايب	1.0	1
تنويع مصادر ربحها واكتساب شعبية في المناطق التي يحتل فيها سكايب مكانة قوية	تنويع مصادر ربحها	0.375	تنويع مصادر ربحها واكتساب شعبية المناطق يحتل سكايب مكانة قوية	تنويع مصادر ربحها	0.4615384615384615	0
الاعتماد على النفط	الاعتماد على النفط	1.0	الاعتماد النفط	الاعتماد النفط	1.0	1
 ويضعون ورقة مطبوعة بشكل مسبق مشيرة إلى مرشحهم المفضل في ظرف	فرنسا	0.0	ويضعون ورقة مطبوعة بشكل مسبق مشيرة مرشحهم المفضل ظرف	فرنسا	0.0	0
اهتمامه بالحرب الذي استمر طوال حياته	اهتمامه بالحرب الذي استمر طوال حياته	1.0	اهتمامه بالحرب استمر طوال حياته	اهتمامه بالحرب استمر طوال حياته	1.0	1
معدل الوفيات المرتفع جداً	معدل الوفيات المرتفع	0.8571428571428571	معدل الوفيات المرتفع جداً	معدل الوفيات المرتفع	0.8571428571428571	0
اثنين	10 إلى 15	0.0		10 15	0.0	0
 مرتبطة بالأقمار الاصطناعية 	بالأقمار الاصطناعية	0.8	مرتبطة بالأقمار الاصطناعية	بالأقمار الاصطناعية	0.8	0
بتحديد مكان طائرة بدقة أعلى	تحديد مكان طائرة بدقة أعلى وتزود الطيارين بمعلومات محددة أكثر	0.5333333333333333	بتحديد مكان طائرة بدقة أعلى	تحديد مكان طائرة بدقة أعلى وتزود الطيارين بمعلومات محددة	0.5714285714285714	0
يخصص 10 عملاء للمواد الإباحية للبالغين	يخصص 10 عملاء للمواد الإباحية للبالغين	1.0	يخصص 10 عملاء للمواد الإباحية للبالغين	يخصص 10 عملاء للمواد الإباحية للبالغين	1.0	1
انقلاب	انقلاب	1.0	انقلاب	انقلاب	1.0	1
 أمام الرحلات الجوية التجارية	إغلاق المطار أمام الرحلات الجوية التجارية	0.8	الرحلات الجوية التجارية	إغلاق المطار الرحلات الجوية التجارية	0.7499999999999999	0
كارتر	كارتر	1.0	كارتر	كارتر	1.0	1
لهنري كيسنجر	1981	0.0	لهنري كيسنجر	1981	0.0	0
مخلبه الثاني كان أكبر	الريش الكامل والدم الحار	0.0	مخلبه الثاني أكبر	الريش الكامل والدم الحار	0.0	0
الستينيات	1973	0.0	الستينيات	1973	0.0	0
في ساحة القديس بطرس.	روما	0.0	ساحة القديس بطرس .	روما	0.0	0
في ساحة القديس بطرس.	روما	0.0	ساحة القديس بطرس .	روما	0.0	0
 '' أوكا '' '' 	"أوكا"""" بينما كان مصوباً إلى رأس رجل خامس"	0.2222222222222222	`` أوكا `` ``	أوكا '' '' بينما مصوباً رأس رجل	0.33333333333333337	0
9000	9000	1.0	9000	9000	1.0	1
14.7 مليار دولار أمريكي	14.7 مليار دولار أمريكي	1.0	14.7 مليار أمريكي	14.7 مليار أمريكي	1.0	1
البلد السابع	فرنسا	0.0	البلد السابع	فرنسا	0.0	0
في مستنقعات بالقرب من ليون في شرق فرنسا.	بطة برية نافقة	0.0	مستنقعات بالقرب ليون شرق فرنسا .	بطة برية نافقة	0.0	0
منذ القرن التاسع عشر	القرن التاسع عشر	0.8571428571428571	القرن التاسع	القرن التاسع	1.0	1
مُعسكر القوات	نفايات معسكر الأمم المتّحدة لم تُعقَّم كما ينبغي	0.0	مُعسكر القوات	نفايات معسكر الأمم المتّحدة تُعقَّم ينبغي	0.0	0
المخدرات 	لتشريعٍ برلمانيٍ لتصحيح الوضع	0.0	المخدرات	لتشريعٍ برلمانيٍ لتصحيح الوضع	0.0	0
التعدّي على ممتلكات الغيْر	التعدّي على ممتلكات الغيْر	1.0	التعدّي ممتلكات الغيْر	التعدّي ممتلكات الغيْر	1.0	1
لم يمسس اللافتة ضرر	لم يمسس اللافتة ضرر مادي	0.888888888888889	يمسس اللافتة ضرر	يمسس اللافتة ضرر مادي	0.8571428571428571	0
إلى الجمعية الوطنية	الجمعية الوطنية	0.8	الجمعية الوطنية	الجمعية الوطنية	1.0	1
هطلت الأمطار	بدأت الرياح في الدخول	0.0	هطلت الأمطار	بدأت الرياح الدخول	0.0	0
ثالث أكبر إعصار تم تسجيله 	ثالث أكبر إعصار تم تسجيله شرق درجة 35 غربًا	0.7142857142857143	أكبر إعصار تم تسجيله	أكبر إعصار تم تسجيله شرق درجة 35 غربًا	0.6666666666666666	0
الشمال الغربي.	645 ميلاً (1040 كم) غرب	0.0	الشمال الغربي .	645 ميلاً ( 1040 ) غرب	0.0	0
لأجهزة راديو مزدوجة 	على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة	0.5454545454545454	لأجهزة راديو مزدوجة	شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة	0.6	0
100 م و 200 م أسلوب حر وفي ثلاث مراحل	تذمره	0.0	100 200 أسلوب حر وفي مراحل	تذمره	0.0	0
استخدامها ممنوع في الألعاب	تذمره	0.0	استخدامها ممنوع الألعاب	تذمره	0.0	0
لقاح التهاب الدماغ،	تم تأجيل خطط توصيل اللقاحات إلى المناطق الأكثر تضرراً على مر التاريخ هذا العام	0.0	لقاح التهاب الدماغ،	تم تأجيل خطط توصيل اللقاحات المناطق الأكثر تضرراً مر التاريخ العام	0.0	0
من خلال الخنازير،	البعوض	0.0	خلال الخنازير،	البعوض	0.0	0
منع الاتحادات المدنية لشخصين من نفس الجنس	قد يفتح فشل الجملة الثانية، التي تقترح منع الاتحادات المدنية لشخصين من نفس الجنس، الباب للاتحادات المدنية في المستقبل	0.4615384615384615	منع الاتحادات المدنية لشخصين الجنس	يفتح فشل الجملة الثانية، تقترح منع الاتحادات المدنية لشخصين الجنس، الباب للاتحادات المدنية المستقبل	0.4210526315789473	0
 للصحافة 	للصحافة	1.0	للصحافة	للصحافة	1.0	1
للو بيكولو	للو بيكولو	1.0	للو بيكولو	للو بيكولو	1.0	1
في نيبال	وخلال رحلته	0.0	نيبال	وخلال رحلته	0.0	0
كلب مسعور	وهوجم في التبت من قبل كلب مسعور	0.4444444444444445	كلب مسعور	وهوجم التبت كلب مسعور	0.6666666666666666	0
مباشرةً بعد التوقف للصيانة	بعد التوقف للصيانة	0.8571428571428571	مباشرةً التوقف للصيانة	التوقف للصيانة	0.8	0
 بسبب تضرر نظام التعليق	تضرر نظام التعليق	0.8571428571428571	بسبب تضرر نظام التعليق	تضرر نظام التعليق	0.8571428571428571	0
جلسة استماع	إطلاق سراح المحتجزين لأكثر من 24 ساعة منذ احتجازهم ممن لم يمنحهم وكيل المحكمة جلسة استماع	0.2222222222222222	جلسة استماع	إطلاق سراح المحتجزين لأكثر 24 ساعة احتجازهم يمنحهم وكيل المحكمة جلسة استماع	0.2857142857142857	0
هؤلاء الوكلاء	الوكلاء مسؤولون عن تقديم الخدمات الحكومية و القضائية بموجب المادة 247	0.1538461538461538	الوكلاء	الوكلاء مسؤولون تقديم الخدمات الحكومية القضائية بموجب المادة 247	0.19999999999999998	0
ممثلة	أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ	0.0	ممثلة	أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ	0.0	0
هيئة الإسكان 	سرقت ودائع التأمين الخاصة بهم	0.0	هيئة الإسكان	سرقت ودائع التأمين الخاصة	0.0	0
بوير	كيسلوسكي	0.0	بوير	كيسلوسكي	0.0	0
2,220	يظل كيسلوسكي بطل بطولة السائقين بعد السباق بعدد نقاط 2250 نقطة	0.0	2,220	يظل كيسلوسكي بطل بطولة السائقين السباق بعدد نقاط 2250 نقطة	0.0	0
جرى التحقق من أن أصل حوالي 34 فقط	يُعتقد أن هذه هي المرة الخامسة في التاريخ التي يلاحظ فيها الناس ما تبين أنه مادة مريخية مؤكدة كيميائيًا	0.074074074074074	جرى التحقق أصل حوالي 34 فقط	يُعتقد المرة الخامسة التاريخ يلاحظ الناس تبين أنه مادة مريخية مؤكدة كيميائيًا	0.0	0
في عام2006	المتقاعد	0.0	عام2006	المتقاعد	0.0	0
خلال سباق جائزة المجر الكبرى عام 2009.	بجروح خطيرة في الرأس	0.0	خلال سباق جائزة المجر الكبرى عام 2009 .	بجروح خطيرة الرأس	0.0	0
جميع أصوات مندوبيها الخمسين	جميع أصوات مندوبيها الخمسين	1.0	أصوات مندوبيها الخمسين	أصوات مندوبيها الخمسين	1.0	1
المعلومات	المعلومات	1.0	المعلومات	المعلومات	1.0	1
قارب	قارب	1.0	قارب	قارب	1.0	1
أربع	116	0.0		116	0.0	0
في عام 2007	أزمة الرهن العقاري الثانوي	0.0	عام 2007	أزمة الرهن العقاري الثانوي	0.0	0
الولايات المتحدة	الهند والصين	0.0	الولايات المتحدة	الهند والصين	0.0	0
الاقتصاد	رفضت	0.0	الاقتصاد	رفضت	0.0	0
برنامج الصيد التابع للجمعية	برنامج الصيد	0.6666666666666666	برنامج الصيد التابع للجمعية	برنامج الصيد	0.6666666666666666	0
