Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
several pyramids (of which the great pyramid is the largest), several small tombs, several temples, and the great Sphinx	several small tombs, several temples, and the great Sphinx	0.6666666666666666	several pyramids ( great pyramid largest ) , several small tombs , several temples , great Sphinx	several small tombs , several temples , great Sphinx	0.7368421052631579	0
to honor the Pharaoh Khufu	The great pyramid was created to honor the Pharaoh Khufu	0.6666666666666666	honor Pharaoh Khufu	great pyramid created honor Pharaoh Khufu	0.6666666666666666	0
Strabo	Strabo	1.0	Strabo	Strabo	1.0	1
stop this traffic	the German navy, using mainly U-boats, was trying to stop this traffic.	0.4285714285714285	stop traffic	German navy , using mainly U-boats , trying stop traffic .	0.4	0
saddle	The saddle had not yet been invented	0.2857142857142857	saddle	saddle yet invented	0.5	0
on horseback	on the bare backs of their horses	0.25	horseback	bare backs horses	0.0	0
in 1922	1922	0.6666666666666666	1922	1922	1.0	1
the discovery of his tomb	one of the most well known ancient Egyptian kings in modern times	0.1333333333333333	discovery tomb	one well known ancient Egyptian kings modern times	0.0	0
blind poet	blind poet	1.0	blind poet	blind poet	1.0	1
Pythagoras	Pythagoras	1.0	Pythagoras	Pythagoras	1.0	1
in the open air	in the open air	1.0	open air	open air	1.0	1
the house	Most of the life of the Hebrew family happened in the open air	0.0	house	life Hebrew family happened open air	0.0	0
Eskimo tribes	Erik the Red	0.0	Eskimo tribes	Erik Red	0.0	0
the rich men	Romans	0.0	rich men	Romans	0.0	0
it cedes sovereignty over Taiwan to Japan	the Qing government	0.0	cedes sovereignty Taiwan Japan	Qing government	0.0	0
the amount of Hydrogen (the H in pH) ions in the tested chemical	by the amount of Hydrogen (the H in pH) ions in the tested chemical	0.9523809523809524	amount Hydrogen ( H pH ) ions tested chemical	amount Hydrogen ( H pH ) ions tested chemical	1.0	1
electrons	Hydrogen ions are protons that had their electrons stripped off them	0.1666666666666666	electrons	Hydrogen ions protons electrons stripped	0.33333333333333337	0
medium sized cats	rabbits to antelopes and deer	0.0	medium sized cats	rabbits antelopes deer	0.0	0
small room	cella which means small room	0.5714285714285715	small room	cella means small room	0.6666666666666666	0
sun	photosynthesis	0.0	sun	photosynthesis	0.0	0
carbon-dioxide	oxygen	0.0	carbon-dioxide	oxygen	0.0	0
veins	veins	1.0	veins	veins	1.0	1
capillaries	capillaries	1.0	capillaries	capillaries	1.0	1
Belgian Revolution	1830s Belgian Revolution	0.8	Belgian Revolution	1830s Belgian Revolution	0.8	0
23,764	23,764 square kilometres	0.5	23,764	23,764 square kilometres	0.5	0
religious ceremonies	religious ceremonies	1.0	religious ceremonies	religious ceremonies	1.0	1
stimulated by the bright light	the atoms are stimulated by the bright light	0.8	stimulated bright light	atoms stimulated bright light	0.8571428571428571	0
Norway	Norwegian	0.0	Norway	Norwegian	0.0	0
Around the 15th century	Around the 15th century	1.0	Around 15th century	Around 15th century	1.0	1
the German alphabet	Germany	0.0	German alphabet	Germany	0.0	0
Hangeul	Hangeul	1.0	Hangeul	Hangeul	1.0	1
gas	gas	1.0	gas	gas	1.0	1
oil	informal economy	0.0	oil	informal economy	0.0	0
two hydrogen atoms and one oxygen atom	its chemical state remains the same	0.0	two hydrogen atoms one oxygen atom	chemical state remains	0.0	0
chemical state	its chemical state remains the same	0.5714285714285715	chemical state	chemical state remains	0.8	0
upside down	upside down	1.0	upside	upside	1.0	1
national flower	an orchid hybrid	0.0	national flower	orchid hybrid	0.0	0
Britain	Britain	1.0	Britain	Britain	1.0	1
Operation Sealion	Operation Sealion	1.0	Operation Sealion	Operation Sealion	1.0	1
"Vichy"""" French"	French people	0.5	Vichy '' '' French	French people	0.5	0
the Americans and Free French forces	"Vichy"""" French"	0.2857142857142857	Americans Free French forces	Vichy '' '' French	0.3333333333333333	0
radar	radar	1.0	radar	radar	1.0	1
shooting	shooting range	0.6666666666666666	shooting	shooting range	0.6666666666666666	0
the British captured the Italian Tenth Army's Engineer-in-Chief	the British captured the Italian Tenth Army's Engineer-in-Chief, General Lastucci.	0.8571428571428571	British captured Italian Tenth Army 's Engineer-in-Chief	British captured Italian Tenth Army 's Engineer-in-Chief , General Lastucci .	0.8750000000000001	0
in Tobruk	Tobruk	0.6666666666666666	Tobruk	Tobruk	1.0	1
Jai Shankar Choudhary	Lakkha Singh	0.0	Jai Shankar Choudhary	Lakkha Singh	0.0	0
Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou	"Turkish dance group Fire of Anatolia performed the show """"Troy""""."	0.0909090909090909	Sezen Aksu performed Italian tenor Alessandro Safina Greek singer Haris Alexiou	Turkish dance group Fire Anatolia performed show `` '' Troy '' '' .	0.10526315789473685	0
Italian	Turkish	0.0	Italian	Turkish	0.0	0
in Tonga	Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC	0.0999999999999999	Tonga	Tonga , power temporarily lost , reportedly prevented Tongan authorities receiving tsunami warning issued PTWC	0.14285714285714288	0
when he slowed down to 160km/h	when he slowed down to 160km/h	1.0	slowed 160km/h	slowed 160km/h	1.0	1
about 65 km (40 miles) south of Butte	about 20 km (15 miles) north-northeast of Dillon, and about 65 km (40 miles) south of Butte	0.6399999999999999	65 km ( 40 miles ) south Butte	20 km ( 15 miles ) north-northeast Dillon , 65 km ( 40 miles ) south Butte	0.6666666666666666	0
Abu Ghraib prison has been set alight	prison has been set alight	0.8333333333333333	Abu Ghraib prison set alight	prison set alight	0.7499999999999999	0
prisoner abuse was discovered	prisoner abuse	0.6666666666666666	prisoner abuse discovered	prisoner abuse	0.8	0
protesters	protesters from the south	0.5	protesters	protesters south	0.6666666666666666	0
Bishkek residents	Several Bishkek residents	0.8	Bishkek residents	Several Bishkek residents	0.8	0
2013	2013	1.0	2013	2013	1.0	1
when his doorbell wasn't audible from his shop in his garage	2013	0.0	doorbell n't audible shop garage	2013	0.0	0
books	books that children should look for when they went to their library	0.1538461538461538	books	books children look went library	0.33333333333333337	0
the funding crunch and a shift in the philosophy of educational television programming	funding crunch and a shift in the philosophy of educational television programming	1.0	funding crunch shift philosophy educational television programming	funding crunch shift philosophy educational television programming	1.0	1
Polish government	Poland	0.0	Polish government	Poland	0.0	0
four	four	1.0	four	four	1.0	1
Apple	Japan's Ministry of Economy, Trade and Industry	0.0	Apple	Japan 's Ministry Economy , Trade Industry	0.0	0
the phone	Today Apple is going to reinvent the phone	0.25	phone	Today Apple going reinvent phone	0.33333333333333337	0
unveiled the device	Apple is going to reinvent the phone	0.0	unveiled device	Apple going reinvent phone	0.0	0
her presidential candidacy	her intention to run for president	0.2222222222222222	presidential candidacy	intention run president	0.0	0
in La Plata	yesterday evening	0.0	La Plata	yesterday evening	0.0	0
had not breached online content censorship laws	Big Brother had not breached online content censorship laws	0.8750000000000001	breached online content censorship laws	Big Brother breached online content censorship laws	0.8333333333333333	0
physically reside on a server	it must physically reside on a server	0.8	physically reside server	must physically reside server	0.8571428571428571	0
John Howard	Peter Costello	0.0	John Howard	Peter Costello	0.0	0
Maciej Krezel	Super-G	0.0	Maciej Krezel	Super-G	0.0	0
Finland	Finland	1.0	Finland	Finland	1.0	1
53	53	1.0	53	53	1.0	1
Manchester City	Palmeiras	0.0	Manchester City	Palmeiras	0.0	0
Jack Layton	Jack Layton	1.0	Jack Layton	Jack Layton	1.0	1
the state government and some federal MPs	Prime Minister John Howard	0.0	state government federal MPs	Prime Minister John Howard	0.0	0
crystals	crystals	1.0	crystals	crystals	1.0	1
crystals formed in cat urine	crystals	0.3333333333333333	crystals formed cat urine	crystals	0.4	0
Tommy Dreamer	"Dustin """"Goldust"""" Runnels"	0.0	Tommy Dreamer	Dustin `` '' Goldust '' '' Runnels	0.0	0
" Dustin """"Goldust"""" Runnels"	"Dustin """"Goldust"""" Runnels"	1.0	Dustin `` '' Goldust '' '' Runnels	Dustin `` '' Goldust '' '' Runnels	1.0	1
to avoid the old path of polluting first and cleaning up later	carbon dioxide emissions per unit of GDP	0.1111111111111111	avoid old path polluting first cleaning later	carbon dioxide emissions per unit GDP	0.0	0
Ed Davey	Ed Davey	1.0	Ed Davey	Ed Davey	1.0	1
Norman Lamb	Norman Lamb	1.0	Norman Lamb	Norman Lamb	1.0	1
smoke cannabis joints	cannabis joints	0.8	smoke cannabis joints	cannabis joints	0.8	0
the performers	performers	1.0	performers	performers	1.0	1
extravehicular activity (EVA)	cosmonaut No. 11	0.0	extravehicular activity ( EVA )	cosmonaut . 11	0.0	0
Apollo–Soyuz	Apollo–Soyuz mission	0.6666666666666666	Apollo–Soyuz	Apollo–Soyuz mission	0.6666666666666666	0
Liberal	Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.	0.1176470588235294	Liberal	Liberal criticism reconstruction effort focused awarding reconstruction contracts perceived Washington insiders .	0.16666666666666669	0
her mother	apparently heavily medicated state	0.0	mother	apparently heavily medicated state	0.0	0
in the trunk of her car	Blue Ash, Ohio	0.0	trunk car	Blue Ash , Ohio	0.0	0
Skype	diversify its profit sources	0.0	Skype	diversify profit sources	0.0	0
diversify its profit sources and gain popularity in areas where Skype holds a strong position	diversify its profit sources	0.4444444444444445	diversify profit sources gain popularity areas Skype holds strong position	diversify profit sources	0.4615384615384615	0
the dependency on oil	dependency on oil	1.0	dependency oil	dependency oil	1.0	1
a pre-printed sheet of paper indicating their candidate of choice into an envelope	an envelope	0.1666666666666666	pre-printed sheet paper indicating candidate choice envelope	envelope	0.25	0
a lifelong interest in the war	Allen has reportedly invested much of his wealth in marine exploration and began his quest to find the Musashi out of a lifelong interest in the war	0.2857142857142857	lifelong interest war	Allen reportedly invested much wealth marine exploration began quest find Musashi lifelong interest war	0.35294117647058826	0
the very high fatality rate	high fatality rate	0.8571428571428571	high fatality rate	high fatality rate	1.0	1
two	two	1.0	two	two	1.0	1
satellite-based technology	satellite-based	0.6666666666666666	satellite-based technology	satellite-based	0.6666666666666666	0
pinpoint aircraft with greater precision	It uses satellite-based technology	0.0	pinpoint aircraft greater precision	uses satellite-based technology	0.0	0
devote 10 agents to adult pornography	the FBI must devote 10 agents to adult pornography	0.8571428571428571	devote 10 agents adult pornography	FBI must devote 10 agents adult pornography	0.8333333333333333	0
rolled over	exploded	0.0	rolled	exploded	0.0	0
to commercial flights	commercial flights	0.8	commercial flights	commercial flights	1.0	1
Carter	advised Carter on foreign policy	0.3333333333333333	Carter	advised Carter foreign policy	0.4	0
Henry Kissinger	Brzezinski	0.0	Henry Kissinger	Brzezinski	0.0	0
second claw was larger	western claw	0.3333333333333333	second claw larger	western claw	0.4	0
the 1960s	1973	0.0	1960s	1973	0.0	0
in St. Peter's Square	Rome to let the people watch the ceremony. In many other cities of Italy	0.125	St. Peter 's Square	Rome let people watch ceremony . many cities Italy	0.0	0
in St. Peter's Square	Rome	0.0	St. Peter 's Square	Rome	0.0	0
Uka	Uka	1.0	Uka	Uka	1.0	1
9,000	9,000	1.0	9,000	9,000	1.0	1
US$14.7 billion	US$14.7 billion	1.0	US $ 14.7 billion	US $ 14.7 billion	1.0	1
the seventh country	Austria, Germany, Slovenia, Bulgaria, Greece and Italy	0.0	seventh country	Austria , Germany , Slovenia , Bulgaria , Greece Italy	0.0	0
in marshland near Lyon in the east of France	Monday	0.0	marshland near Lyon east France	Monday	0.0	0
the 1800s	1800s	1.0	1800s	1800s	1.0	1
the troop's encampment	2010 earthquake	0.0	troop 's encampment	2010 earthquake	0.0	0
drug	substances involved	0.0	drug	substances involved	0.0	0
trespassing	trespassing	1.0	trespassing	trespassing	1.0	1
The sign was not physically damaged	"alter the """"O"""" to read lowercase """"e""""."	0.0	sign physically damaged	alter `` '' '' '' read lowercase `` '' e '' '' .	0.0	0
to the National Congress	November	0.0	National Congress	November	0.0	0
hail fell from the sky	people panicking and screaming and running over each other	0.0	hail fell sky	people panicking screaming running	0.0	0
only the third major hurricane	third	0.4	third major hurricane	third	0.5	0
northwest	northwest	1.0	northwest	northwest	1.0	1
dual radios	the base station has dual radios	0.5714285714285715	dual radios	base station dual radios	0.6666666666666666	0
100m and 200m freestyle and in three relays	100m and 200m freestyle and in three relays	1.0	100m 200m freestyle three relays	100m 200m freestyle three relays	1.0	1
as they are banned	He has been unable to take the drugs needed to overcome his pain as they are banned from the Games	0.3636363636363636	banned	unable take drugs needed overcome pain banned Games	0.2222222222222222	0
encephalitis vaccine	deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides	0.0	encephalitis vaccine	deployment pig catchers seriously affected areas , distributing thousands mosquito curtains spraying pesticides	0.0	0
through mosquitos	through mosquitos	1.0	mosquitos	mosquitos	1.0	1
possibly open the door for civil unions	could possibly open the door for civil unions in the future	0.8	possibly open door civil unions	could possibly open door civil unions future	0.8333333333333333	0
to the press	Panama Papers	0.0	press	Panama Papers	0.0	0
Lo Piccolo	Lo Piccolo	1.0	Lo Piccolo	Lo Piccolo	1.0	1
in Nepal	Nepal	0.6666666666666666	Nepal	Nepal	1.0	1
a rabid dog	a rabid dog	1.0	rabid dog	rabid dog	1.0	1
right after his pit-stop	right after his pit-stop	1.0	right pit-stop	right pit-stop	1.0	1
the suspension damage	suspension damage	1.0	suspension damage	suspension damage	1.0	1
a hearing	bail	0.0	hearing	bail	0.0	0
These agents	Political Agents	0.5	agents	Political Agents	0.6666666666666666	0
Actress	Best Actor and Actress	0.4	Actress	Best Actor Actress	0.5	0
OHA	stolen their security deposits	0.0	OHA	stolen security deposits	0.0	0
Bowyer	Stewart, Gordon, Kenseth, and Harvick	0.0	Bowyer	Stewart , Gordon , Kenseth , Harvick	0.0	0
2,220	2,250	0.0	2,220	2,250	0.0	0
34 have been verified to be martian in origin	only about 34 have been verified to be martian in origin	0.9	34 verified martian origin	34 verified martian origin	1.0	1
in 2006	2006	0.6666666666666666	2006	2006	1.0	1
during the 2009 Hungarian Grand Prix	2009	0.3333333333333333	2009 Hungarian Grand Prix	2009	0.4	0
all fifty of its delegates	all fifty of its delegates	1.0	fifty delegates	fifty delegates	1.0	1
information	scouting and information gathering	0.4	information	scouting information gathering	0.5	0
boat	boat	1.0	boat	boat	1.0	1
Four	116	0.0	Four	116	0.0	0
in 2007	2007.	0.6666666666666666	2007	2007 .	1.0	1
the United States	United States	1.0	United States	United States	1.0	1
the economy	heavy reliance on coal exports	0.0	economy	heavy reliance coal exports	0.0	0
the Sporting Shooters Association's hunting program	Sporting Shooters Association's hunting program	1.0	Sporting Shooters Association 's hunting program	Sporting Shooters Association 's hunting program	1.0	1
moving the device through the air	two sensors	0.0	moving device air	two sensors	0.0	0
the controller	a television remote	0.0	controller	television remote	0.0	0
the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature	the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him	0.8	committee , unable reach Bob Dylan directly winning 2016 Nobel Prize Literature	committee , unable reach Bob Dylan directly winning 2016 Nobel Prize Literature , abandoned efforts reach	0.88	0
Bob Dylan	Bob Dylan	1.0	Bob Dylan	Bob Dylan	1.0	1
Gordon Johndroe	Gordon Johndroe	1.0	Gordon Johndroe	Gordon Johndroe	1.0	1
over 1,000	28	0.0	1,000	28	0.0	0
A power failure	A power failure following a routine fire-command system test caused relief valves to open	0.2857142857142857	power failure	power failure following routine fire-command system test caused relief valves open	0.3076923076923077	0
waist-high	20 feet	0.0	waist-high	20 feet	0.0	0
flooding	The Ninth Ward	0.0	flooding	Ninth Ward	0.0	0
how planets form, especially how the Earth formed	how planets form	0.6	planets form , especially Earth formed	planets form	0.5714285714285715	0
take pictures of the police stop	take pictures of the police stop	1.0	take pictures police stop	take pictures police stop	1.0	1
240 kilometers an hour (149 miles per hour)	240 kilometers an hour	0.6	240 kilometers hour ( 149 miles per hour )	240 kilometers hour	0.6	0
just after an early pit stop for Fernando Alonso	2008	0.0	early pit stop Fernando Alonso	2008	0.0	0
The city	Bucharest	0.0	city	Bucharest	0.0	0
accident	an engine separated on takeoff, without injuries	0.0	accident	engine separated takeoff , without injuries	0.0	0
The aircraft	a major component of both the Russian and Soviet military	0.0	aircraft	major component Russian Soviet military	0.0	0
both female and male individuals	female and male individuals	0.888888888888889	female male individuals	female male individuals	1.0	1
rachis	at least some dinosaurs had feathers	0.0	rachis	least dinosaurs feathers	0.0	0
in low-income countries	low-income countries	0.8	low-income countries	low-income countries	1.0	1
standard inkjet printers	a tiny printable chip	0.0	standard inkjet printers	tiny printable chip	0.0	0
extreme weather conditions	extreme weather conditions	1.0	extreme weather conditions	extreme weather conditions	1.0	1
when he believes life begins	when he believes life begins	1.0	believes life begins	believes life begins	1.0	1
the specifics of likely cases	abortion	0.0	specifics likely cases	abortion	0.0	0
skywards	8:46 a.m	0.0	skywards	8:46 a.m	0.0	0
temperature variations	Infrared images show that the temperature variations from night and day show that they are likely caves	0.2222222222222222	temperature variations	Infrared images show temperature variations night day show likely caves	0.33333333333333337	0
Infrared images	Infrared images	1.0	Infrared images	Infrared images	1.0	1
he is a member of the Uighur ethnic group	His name is still unknown to authorities, although they do know he is a member of the Uighur ethnic group	0.56	member Uighur ethnic group	name still unknown authorities , although know member Uighur ethnic group	0.5714285714285715	0
Springboks play Australia	the Springboks	0.5	Springboks play Australia	Springboks	0.5	0
Johannesburg	next week	0.0	Johannesburg	next week	0.0	0
49	49	1.0	49	49	1.0	1
Bolonia	Bolonia	1.0	Bolonia	Bolonia	1.0	1
a match planned for Sunday	He was staying in the team hotel ahead of a match planned for Sunday against Bolonia	0.4444444444444445	match planned Sunday	staying team hotel ahead match planned Sunday Bolonia	0.5454545454545454	0
29 per cent	1,400	0.0	29 per cent	1,400	0.0	0
at the end of Queen Elizabeth II's reign	at the end of Queen Elizabeth II's reign	1.0	end Queen Elizabeth II 's reign	end Queen Elizabeth II 's reign	1.0	1
Planned Parenthood	Komen Foundation	0.0	Planned Parenthood	Komen Foundation	0.0	0
the Oversight and Investigations Subcommittee	Oversight and Investigations Subcommittee	1.0	Oversight Investigations Subcommittee	Oversight Investigations Subcommittee	1.0	1
ASUS	ASUS	1.0	ASUS	ASUS	1.0	1
laptop	earlier launched world-wide for cost-saving and functionality factors	0.0	laptop	earlier launched world-wide cost-saving functionality factors	0.0	0
the boy	Obanazawa Post Office	0.0	boy	Obanazawa Post Office	0.0	0
in the second set	after reaching 6-6	0.0	second set	reaching 6-6	0.0	0
Murray lost	Murray lost the first set in a tie break	0.4444444444444445	Murray lost	Murray lost first set tie break	0.5	0
children	school aged children	0.5	children	school aged children	0.5	0
The Onion	The Onion	1.0	Onion	Onion	1.0	1
At 11:20	11:20	0.6666666666666666	11:20	11:20	1.0	1
bad weather	bad weather	1.0	bad weather	bad weather	1.0	1
the storm is far from landfall	the storm is far from landfall	1.0	storm far landfall	storm far landfall	1.0	1
Deputy Prime Minister Wong Kan Seng	Wong Kan Seng	0.6666666666666666	Deputy Prime Minister Wong Kan Seng	Wong Kan Seng	0.6666666666666666	0
After a week of losses in the midterm election	After a week of losses in the midterm election	1.0	week losses midterm election	week losses midterm election	1.0	1
fund extra carriages	Today's announcement also extended the government's commitment made in March of this year to fund extra carriages	0.3157894736842105	fund extra carriages	Today 's announcement also extended government 's commitment made March year fund extra carriages	0.35294117647058826	0
presidential commission	a presidential commission	1.0	presidential commission	presidential commission	1.0	1
making the sport of gymnastics, and others, as safe as possible	making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment	0.625	making sport gymnastics , others , safe possible	making sport gymnastics , others , safe possible athletes follow dreams safe , positive empowered environment	0.631578947368421	0
Palawan	Puerto Princesa in Palawan	0.4	Palawan	Puerto Princesa Palawan	0.5	0
the press secretary	Donald Trump	0.0	press secretary	Donald Trump	0.0	0
Turkey	Turkey	1.0	Turkey	Turkey	1.0	1
hostile fire	hostile fire	1.0	hostile fire	hostile fire	1.0	1
mountainous	mountainous	1.0	mountainous	mountainous	1.0	1
restore eroded sandbars	restore eroded sandbars downstream	0.8571428571428571	restore eroded sandbars	restore eroded sandbars downstream	0.8571428571428571	0
7	36 runs loosing 7 wickets	0.3333333333333333	7	36 runs loosing 7 wickets	0.33333333333333337	0
after being involved in a crash	Peter Lenz, a 13-year-old motorcycle racer, has died after being involved in a crash at the Indianapolis Motor Speedway	0.4761904761904761	involved crash	Peter Lenz , 13-year-old motorcycle racer , died involved crash Indianapolis Motor Speedway	0.3076923076923077	0
racer	Peter Lenz	0.0	racer	Peter Lenz	0.0	0
overcome a fear which is based on the unknown or on not being in control	during a flight may help to overcome a fear which is based on the unknown or on not being in control	0.8387096774193548	overcome fear based unknown control	flight may help overcome fear based unknown control	0.7692307692307693	0
send luggage	Airline regulations will not allow them to send luggage without a passenger	0.3076923076923077	send luggage	Airline regulations allow send luggage without passenger	0.4444444444444445	0
Drink alcoholic drinks with moderation	knowing your limit is very important	0.0	Drink alcoholic drinks moderation	knowing limit important	0.0	0
The Canal District	The Canal District	1.0	Canal District	Canal District	1.0	1
cultural and historical value	unique cultural and historical value	0.888888888888889	cultural historical value	unique cultural historical value	0.8571428571428571	0
inland	Antarctica	0.0	inland	Antarctica	0.0	0
in remote areas	remote areas with favorable atmospheric conditions	0.4444444444444444	remote areas	remote areas favorable atmospheric conditions	0.5714285714285715	0
Central Auckland	Auckland	0.6666666666666666	Central Auckland	Auckland	0.6666666666666666	0
because it is established by law as the first official language	most signs are indicated only in Catalan because it is established by law as the first official language	0.7407407407407407	established law first official language	signs indicated Catalan established law first official language	0.7692307692307693	0
people who work with poultry	birdwatchers	0.0	people work poultry	birdwatchers	0.0	0
the Arctic Ocean to the Baltic Sea	The White Sea–Baltic Canal connects the Arctic Ocean to the Baltic Sea	0.7142857142857143	Arctic Ocean Baltic Sea	White Sea–Baltic Canal connects Arctic Ocean Baltic Sea	0.6666666666666666	0
cherries and plums	almonds, hazelnuts, and other tree nuts	0.2222222222222222	cherries plums	almonds , hazelnuts , tree nuts	0.0	0
The Portuguese	The Portuguese	1.0	Portuguese	Portuguese	1.0	1
a new republic	a new republic	1.0	new republic	new republic	1.0	1
Diplomatic arguments	Diplomatic arguments	1.0	Diplomatic arguments	Diplomatic arguments	1.0	1
more than 2 passengers	having more than 2 passengers	0.888888888888889	2 passengers	2 passengers	1.0	1
Inca	Inca	1.0	Inca	Inca	1.0	1
Paths, trains and boats	Paths, trains and boats	1.0	Paths , trains boats	Paths , trains boats	1.0	1
Riomaggiore, Manarola, Corniglia, Vernazza and Monterosso	Five Lands	0.0	Riomaggiore , Manarola , Corniglia , Vernazza Monterosso	Five Lands	0.0	0
readjusting to their native culture	readjusting to their native culture	1.0	readjusting native culture	readjusting native culture	1.0	1
Norwegians	17th century	0.0	Norwegians	17th century	0.0	0
US green card	an invitation letter	0.0	US green card	invitation letter	0.0	0
some may be knock-offs	some may be knock-offs	1.0	may knock-offs	may knock-offs	1.0	1
On the outlying islands	check with the owners in advance to determine what is an acceptable payment method	0.0	outlying islands	check owners advance determine acceptable payment method	0.0	0
Kerala's temple festivals	November end to Mid of May	0.0	Kerala 's temple festivals	November end Mid May	0.0	0
a microwave oven	microwave oven	1.0	microwave oven	microwave oven	1.0	1
If you don't have a data connection for your phone, or when it is out of range	when out of your home country	0.3636363636363636	n't data connection phone , range	home country	0.0	0
waving	come over	0.0	waving	come	0.0	0
the North Kivu province	Goma	0.0	North Kivu province	Goma	0.0	0
Permits are limited	Permits are limited	1.0	Permits limited	Permits limited	1.0	1
often covered in heather	treeless moorland often covered in heather	0.8	often covered heather	treeless moorland often covered heather	0.7499999999999999	0
during winter	Indian summer	0.0	winter	Indian summer	0.0	0
putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar	putting up notices	0.25	putting notices offering help , pacing docks , approaching people cleaning yachts , trying make contact sailors bar	putting notices	0.23529411764705882	0
This	Hong Kong Island	0.0		Hong Kong Island	0.0	0
the Kowloon waterfront	To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite	0.2352941176470588	Kowloon waterfront	get best views Hong Kong , leave island head Kowloon waterfront opposite	0.3076923076923077	0
safety bars	safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider	0.2222222222222222	safety bars	safety bars allow stirrup leather fall saddle pulled backwards falling rider	0.3076923076923077	0
a heel and a smooth, quite narrow, sole	safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider	0.0	heel smooth , quite narrow , sole	safety bars allow stirrup leather fall saddle pulled backwards falling rider	0.0	0
