Reference	Predection	F1_score
 أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر	أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر، الجنرال لاستوتشي في كمينٍ غرب ميناء بردية	0.5714285714285714
في طبرق	بنيران صديقة	0
جاي شانكار شودري	لاكها سينغ	0
غنت المغنية التركية ""سيزين أكسو"" مع الإيطالي ""أليساندرو سافينا"" والمغني اليوناني ""هاريس أليكسيو""	سيرك دو سوليه	0
الإيطالي	الإيطالي	1.0
في تونغا	بالقرب من باغو باغو ونيو	0
عندما قلل السرعة إلى 160 كيلومتر في ساعة	قلل السرعة إلى 160 كيلومتر في ساعة	0.9333333333333333
حوالي 65 كم (40 ميلاً) جنوب بوتي	جنوب	0.25
اشتعلت النيران في سجن أبو غريب	اشتعلت النيران	0.5
بعد اكتشاف إساءة معاملة السجناء	اكتشاف إساءة معاملة السجناء به	0.8000000000000002
المتظاهرين	المتظاهرين في الجنوب	0.5
سكان مدينة ""بشكيك""	عصابات	0
في عام 2013	ارتفعت	0
عندما لم يكن جرس بابه مسموعاً من متجره ف مرآب منزله	رفضت لجنة العرض تمويل الشركة البادئة. في أواخر عام 2017	0
كتب	توصيات عن كتب يجب على الأطفال أن يبحثوا عنها عندما يتوجه كل منهم إلى المكتبة	0.125
أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	1.0
الحكومة البولندية 	بولندا	0
أربعة	أربعة	1.0
 Apple 	وزارة الاقتصاد، والتجارة، والصناعة اليابانية	0
الهاتف	الهاتف	1.0
اختراع الهاتف	ستعيد شركة أبل اختراع الهاتف، سنصنع التاريخ اليوم	0.2
عزمها الترشح للرئاسة	عزمها الترشح للرئاسة	1.0
في لابلاتا	لابلاتا	0.6666666666666666
لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	برنامج الأخ الأكبر لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	0.8695652173913044
يجب أن يكون موجوداً على الخادم بشكل ملموس	يجب أن يكون موجوداً على الخادم بشكل ملموس	1.0
جون هاوارد	بيتر كوستيلو	0
ماسيج كريزيل	ماسيج كريزيل	1.0
فنلندا	هولندا	0
53	53	1.0
مانشستر سيتي	مانشستر سيتي	1.0
جاك ليتون	جاك ليتون	1.0
حكومة الولاية وبعض النواب الفيدراليين	حكومة الولاية وبعض النواب الفيدراليين	1.0
بلورات	بلورات	1.0
بلورات تتشكل في بول القطط	بلورات تتشكل في بول القطط	1.0
تومي دريمر	تومي دريمر	1.0
داستن ""جولدست"" رانلز	داستن ""جولدست"" رانلز	1.0
تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	1.0
إيد ديفي 	إيد ديفي	1.0
نورمان لامب 	نورمان لامب	1.0
يدخن الفنانون لفائف القنب 	لفائف القنب	0.6666666666666666
الفنانون	الفنانون	1.0
نشاط مأهول خارج المركبة ( EVA )	EVA	0.33333333333333337
أبولو سويوز	أبولو سويوز	1.0
الليبرالي	المحافظين الماليين	0
أمها 	طبيبةً قد عملت في مستشفى الأطفال	0
في صندوق سيارتها	بلو آش، أوهايو	0
سكايب	سكايب مكانة قوية، مثل الصين، وأوروبا الشرقية، والبرازيل	0.2222222222222222
تنويع مصادر ربحها واكتساب شعبية في المناطق التي يحتل فيها سكايب مكانة قوية	تنويع مصادر ربحها واكتساب شعبية	0.5555555555555556
الاعتماد على النفط	الاعتماد على النفط	1.0
 ويضعون ورقة مطبوعة بشكل مسبق مشيرة إلى مرشحهم المفضل في ظرف	ظرف	0.16666666666666669
اهتمامه بالحرب الذي استمر طوال حياته	هذا الاكتشاف	0
معدل الوفيات المرتفع جداً	معدل الوفيات المرتفع	0.8571428571428571
اثنين	6000	0
 مرتبطة بالأقمار الاصطناعية 	بالأقمار الاصطناعية	0.8
بتحديد مكان طائرة بدقة أعلى	تزود الطيارين بمعلومات محددة أكثر	0
يخصص 10 عملاء للمواد الإباحية للبالغين	انتقد المؤرخون	0
انقلاب	انقلاب	1.0
 أمام الرحلات الجوية التجارية	ديلوكريت باتافي	0
كارتر	كارتر	1.0
لهنري كيسنجر	بريجنسكي	0
مخلبه الثاني كان أكبر	المخلب الغربي	0
الستينيات	1973	0
في ساحة القديس بطرس.	روما	0
في ساحة القديس بطرس.	روما	0
 '' أوكا '' '' 	أوكا	1.0
9000	9000	1.0
14.7 مليار دولار أمريكي	10 مليار يورو	0.28571428571428575
البلد السابع	السابع	0.6666666666666666
في مستنقعات بالقرب من ليون في شرق فرنسا.	ليون في شرق فرنسا	0.6666666666666666
منذ القرن التاسع عشر	٢٠١٠	0
مُعسكر القوات	أرتيبونايت	0
المخدرات 	والإدانات المتعلقة بالمخدرات	0
التعدّي على ممتلكات الغيْر	قسم شرطة مدينة لوس أنجلوس	0
لم يمسس اللافتة ضرر	لم يمسس اللافتة ضرر مادي	0.888888888888889
إلى الجمعية الوطنية	يأمل المحتجون في جمع 1.2 مليون توقيع على عريضة لرفعها إلى الجمعية الوطنية في شهر نوفمبر	0.3157894736842105
هطلت الأمطار	بدأت الرياح في الدخول	0
ثالث أكبر إعصار تم تسجيله 	ثالث	0.33333333333333337
الشمال الغربي.	الشمال الغربي	1.0
لأجهزة راديو مزدوجة 	امتلاك المحطة الأساسية لأجهزة راديو مزدوجة	0.6666666666666666
100 م و 200 م أسلوب حر وفي ثلاث مراحل	ثلاث	0.18181818181818182
استخدامها ممنوع في الألعاب	الأدوية	0
لقاح التهاب الدماغ،	نشر من يصطاد الخنازير في المناطق المصابة بشدة	0
من خلال الخنازير،	البعوض	0
منع الاتحادات المدنية لشخصين من نفس الجنس	قد يفتح فشل الجملة الثانية، التي تقترح منع الاتحادات المدنية لشخصين من نفس الجنس، الباب للاتحادات المدنية في المستقبل	0.46153846153846156
 للصحافة 	للصحافة	1.0
للو بيكولو	للو بيكولو	1.0
في نيبال	نيبال	0.6666666666666666
كلب مسعور	قراصنة	0
مباشرةً بعد التوقف للصيانة	التوقف للصيانة	0.6666666666666666
 بسبب تضرر نظام التعليق	تضرر نظام التعليق	0.8571428571428571
جلسة استماع	وكيل المحكمة جلسة استماع	0.6666666666666666
هؤلاء الوكلاء	عملاء سياسيين	0
ممثلة	أفضل ممثل وممثلة	0
هيئة الإسكان 	هيئة الإسكان في أوكلاند	0.6666666666666666
بوير	كيسلوسكي	0
2,220	2,220 و2,207	0.6666666666666666
جرى التحقق من أن أصل حوالي 34 فقط	نيزك	0
في عام2006	2006	0
خلال سباق جائزة المجر الكبرى عام 2009.	يغيب ماسا لما تبقى من موسم 2009	0.14285714285714285
جميع أصوات مندوبيها الخمسين	جميع أصوات مندوبيها الخمسين	1.0
المعلومات	المعلومات	1.0
قارب	قارب	1.0
أربع	116	0
في عام 2007	2008	0
الولايات المتحدة	الولايات المتحدة	1.0
الاقتصاد	بالاقتصاد	0
برنامج الصيد التابع للجمعية	الصيد	0.4
التلويح بالجهاز في الهواء	الهواء	0.4
 نظام التحكم	مستشعرين موضوعين بالقرب من تلفزيون المستخدم لتحديد موقعه في الفضاء ثلاثي الأبعاد	0
اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016	تخلت عن جهودها للوصول إليه	0
بوب ديلان	بوب ديلان	1.0
جوردون جوندرو	جوردون جوندرو	1.0
أكثر من 1,000	1,000	0.5
 عطل كهربائي	عطل كهربائي	1.0
20 قدماً	20 قدماً	1.0
فيضاناً	فيضاناً يصل ارتفاعه إلى 20 قدماً	0.2857142857142857
كيفية تشكل الكواكب، وعلى الأخص كيف تشكلت الأرض	كيفية تشكل الكواكب	0.36363636363636365
التقاط صور لحاجز الشرطة	أوقف مركبته	0
240 كيلومتراً في الساعة (149 ميلاً في الساعة)	240 كيلومتراً في الساعة (149 ميلاً في الساعة). بحلول وقت مبكر من اليوم، كانت سرعة الرياح حوالي 83 كم/ساعة	0.5925925925925926
بعد توقف فيرناندو ألونسو المبكر	بيكيه جونيور في سباق جائزة سنغافورة الكبرى لعام 2008	0
المدينة	بوخارست	0
الحادث	حادثاً خطيراً	0
الطائرة	مكوناً رئيسياً لكل من الجيشين الروسي والسوفيتي منذ سبعينيات القرن العشرين	0
إناث وذكور	إناث وذكور	1.0
محور النورة	محوراً متطوراً بالكامل	0
في البلدان ذوات الدخل المنخفض	البلدان ذوات الدخل المنخفض	0.888888888888889
طابعات نفاثة للحبر	طابعات نفاثة للحبر قياسية	0.8571428571428571
الظروف الجوية القاسية	الظروف الجوية القاسية	1.0
متى يعتقد أن تبدأ الحياة	متى يعتقد أن تبدأ الحياة	1.0
التعليق على تفاصيل الحالات المحتملة	التعليق على تفاصيل الحالات المحتملة	1.0
نحو السماء 	يتم توجيههما نحو السماء أثناء الليل	0.5
التغيرات في درجات الحرارة	التغيرات في درجات الحرارة بين الليل والنهار	0.7272727272727273
صور الأشعة تحت الحمراء	الأشعة تحت الحمراء	0.8571428571428571
أنه من مجموعة الإيغور العرقية	ولم تعرف السلطات اسمه	0
منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0
جوهانسبرغ	ملعب إليس بارك في جوهانسبرغ	0.33333333333333337
49	49	1.0
بولونياا	بولونيا	0
مباراة تقرر إقامتها يوم الأحد	قبل مباراة تقرر إقامتها يوم الأحد ضد بولونيا	0.7692307692307693
29%	29%	1.0
في نهاية عهد الملكة إليزابيث الثانية	في نهاية عهد الملكة إليزابيث الثانية	1.0
تنظيم الأبوة	مؤسسة كومن	0
للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75
أسوس	أسوس	1.0
أجهزة الحاسوب المحمولة	أُطلق في وقت سابق في جميع أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0
الصبي	مكتب بريد أوبانازاوا	0
في هذه المرحلة	تلقى بوترو العلاج في كتفه	0.25
خسر موراي	موراي	0.6666666666666666
أطفال	أطفال في سن المدرسة	0.4
ذي أنيون	البرنامج اليومي	0
عند الساعة 11:20	11:20	0.5
سوء الأحوال الجوية	سوء الأحوال الجوية	1.0
العاصفة بعيدة عن اليابسة	فلا يمكن تقييم مدى وقع التأثير المحتمل على الولايات المتحدة أو جزر الكاريبي	0
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	أخبر (بوش) جمهوره	0
تمويل عربات قطار إضافية	إعلان اليوم أيضاً تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.2857142857142857
لجنة رئاسية	لجنة رئاسية	1.0
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.9333333333333333
بالاوان	بويرتو برنسيسا	0
السكرتير الصحفي	دونالد ترامب	0
تركيا	تركيا	1.0
نيران عدائية	لنيران عدائية	0.5
الجبلية	الجبلية	1.0
استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر	0.6666666666666666
7	7 تسديدات	0.6666666666666666
بعد كونه جزءاً في حادث	13	0
متسابق	زميله	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	التغلب على الخوف الذي ينبع من المجهول أو من عدم السيطرة	0.9
إرسال أمتعة	لا تسمح القوانين الداخلية لشركات الطيران بإرسال أمتعة بلا راكب	0.16666666666666669
شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665
حي القناة	حي القناة	1.0
لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0
الداخل	شبه الجزيرة، والجزر، وبحر روس	0
في المناطق النائيّة	المدن أو حرم الجامعات	0
شواطئ نورث شور	أوكلاند	0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	1.0
الأشخاص الذين يعملون في قطاع الدواجن	مراقبي الطيور	0
المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0
الكرز والبرقوق	التفاح	0
البرتغاليون	البرتغاليون	1.0
جمهورية جديدة	أُنشئت جمهورية جديدة	0.8
السجال الدبلوماسي	السجال الدبلوماسي	1.0
وجودِ أكثر من مسافرين	هناك رسم إضافي في حالة وجودِ أكثر من مسافرين، لذا قد يكون هذا الخيار أغلى من اللازم	0.2857142857142857
 الإنكا	الإنكا	1.0
الطرق والقطارات والقوارب	الطرق والقطارات والقوارب	1.0
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0
النرويجيين	النرويجيين في أستراليا	0.5
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0
قد يكون بعضها مقلدة	قد يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0.3529411764705882
في الجزر النائية	الجزر النائية	0.8
مهرجانات معبد كيرالا	معبد كيرالا	0.8
فرن ميكروويف	فرن ميكروويف أو وسائل أخرى لتسخين الطعام	0.4444444444444445
إن لم يكن لديك اتصال بالإنترنت في هاتفك، أو عندما يكون خارج النطاق	أسهل الطرق وأكثرها راحةً للتنقل في بلدٍ غير بلدك	0.09090909090909093
التلويح	حني السبابة	0
مقاطعة شمال ""كيفو""	غوما هي مدينة سياحية في جمهورية الكونغو الديمقراطية	0
تقتصر التصاريح	التصاريح	0.6666666666666666
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666
خلال الشتاء	تسقط على العديد من محطات التلال كميات كبيرة من الثلج وتقيم أنشطة كالتزحلق والتزلج على الجليد	0
تضع إشعارات تعرض فيها مساعدتك، وتسير على الأرصفة للتواصل مع من يُنظفون يخوتهم أو مع البحارة في الحانة وغيرهم	ستضع إشعارات تعرض فيها مساعدتك	0.25
هذا	إذا كنت تبحث عن دليلٍ على الماضي الاستعماريِّ للمنطقة، فهذا مكانٌ جيدٌ للبدء	0
كولون البحرية في الجهة المقابلة	واجهة كولون البحرية	0.5
قضبان أمان	قضبان أمان	1.0
الكعب والنعل الناعم الضيق للغاية	الاستقرار	0
قائمة بالمستضيفين المتوفيين	عروض السكن المجاني	0
ضيفها المعتاد في العشرينيات من عمره	مسافرين أكبر سناً	0
الإنترنت	شراء رقم عالمي بشكل منفصل	0
أزهار الكرز	أزهار الكرز	1.0
الإمبراطور	الإمبراطور	1.0
إذا أحضرتِ الملحفة الخاصة بك، وخاصةً ذات الألوان الزاهية	ابتسامة من الراهب أو الراهبة عند المدخل	0
في الشتاء	تتمكن أيضاً من الاستمتاع بمراقبة بالنجوم	0
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	الهاتف الذي يعمل بالأقمار الصناعية لا يعد عموماً بديلاً عن الهاتف المحمول	0.1
التخييم في الموقع	التخييم في الموقع	1.0
عصائر الفاكهة	عصائر الفاكهة ممتازة على الرغم من أنها باهظة الثمن	0.3636363636363636
الإسبان	الإسبان	1.0
أكثر راحة وأقل ازدحامًا	يحتوي كل قطار على عربات الدرجة الأولى والدرجة الثالثة	0
متجر بقالة	متجر بقالة	1.0
عن طريق رقم هاتف مجاني	رقم هاتف مجاني	0.7499999999999999
فحص الهجرة	فحص الهجرة	1.0
سكاي تيم	سكاي تيم	1.0
جو راننج تورز	جو راننج تورز	1.0
استعمال المنظار	المنظار	0.6666666666666666
الفيلة والزراف	الفيلة والزراف	1.0
تنزيل بيانات اللغة التي تريدها	Google	0
الزبادي	جنوب الهند وبعض المناطق الساحلية الأخرى في شبه القارة الهندية	0
هؤلاء ليسوا خفيفين جدًا	يجب أن يدور المسار بشكل كبير حول الجبال عبر القارة القطبية الجنوبية للوصول إلى الهضبة	0
شقوق	ثلج	0
في باحة الكنيسة	هالدارسفيك	0
تأشيرات الطلاب	تأشيرات الطلاب	1.0
كطالب دولي	طالب دولي	0.5
في الصيف	تسلق الجبال في الغابات المطيرة	0.28571428571428575
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0
تموز عام 2020	2021	0
المناخات الحارة	الحارة	0.6666666666666666
الثروات	الرأس والكتفين فقط لم تعد الثروات الرائعة للمعبد موجودة بداخله، لكن تم إزالتها إلى المتحف المصري بالقاهرة	0.1111111111111111
تعلنن إنهن متزوجات	ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات	0.5454545454545454
العاثيات	العاثيات أو الفيروسات	0.5
العرض	ألغت	0
شركة إدارة الفرقة	شركة إدارة الفرقة	1.0
جبسون	سائق الشاحنة البالغ من العمر 64 عاماً	0
نُقل "جبسون" إلى المستشفى، لكنه توفي بعدها بفترة قصيرة. لم يُصب سائق الشاحنة	فرّ جميعهم عائدين من حيث وقعت الحادثة	0
ولم ترد أخبار عن وقوع أي إصابات كبيرة	خمسة أشخاص على الأقل كانوا في موقع الحادث وقت حدوث الانفجار، وقد تمت معالجتهم من أعراض الصدمة	0
أحد الجيران	أحد الجيران	1.0
ما يكفي من التباس في الدستور الأفغاني	عثروا على ما يكفي من التباس في الدستور الأفغاني	0.8750000000000001
ضابطين	١٩ من المصابين كانوا من ضباط الشرطة. وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم	0
الشرطة	مكتب المحافظ	0
توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333
غريب الأطوار	مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ	0.16666666666666669
نيكلاس باكستروم	نيكلاس باكستروم	1.0
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0
لإغلاق	استعمال شاحنات التفريغ	0
سايمون	بروكس وكرونينغ	0
الزلزال لم يستوف متطلبات 6.5 درجة	الزلزال لم يستوف متطلبات 6.5 درجة	1.0
الضيائيّة والدوران	الضيائيّة والدوران	1.0
