Reference	Predection	F1_score
العصور الوسطى المبكرة	بالعصور الوسطى العليا	0.3333333333333333
 أواخر العصور الوسطى	أواخر العصور الوسطى	1.0
على أعضاء الحس في جهاز الرؤية	أعضاء الحس في جهاز الرؤية أو العينين	0.7692307692307692
احتياجات الكائن الحي	تتراوح درجة تعقيد تركيب العين حسب احتياجات الكائن الحي	0.5
عدة أهرامات (أكبرها الهرم الأكبر) ومقابر صغيرة ومعابد وأبو الهول	ومقابر صغيرة ومعابد وأبو الهول	0.6666666666666666
تكريم الفرعون خوفو	لتكريم الفرعون خوفو	0.6666666666666666
سترابو	هيروستراتوس	0
 التصدي لهذا الغزو 	استخدام الغواصات	0
السرج	لم يكن السرج قد اخترع بعد، لذلك قاتل الفرسان الآشوريون على ظهور خيولهم العارية	0.13333333333333333
على ظهور الخيل	على ظهور الخيل	1.0
في عام 1922	1922	0.5
اكتشاف قبره	القبر لم يُعبث به تقريباً	0
 فقد بصره	بصره	0.6666666666666666
فيثاغورس	السياسيين والعلماء والفنانين	0
في الهواء الطلق	الهواء الطلق	0.8
للمنزل	للمنزل	1.0
قبائل الإسكيمو	إريك الأحمر	0
الرجال الأغنياء	الفقراء والنساء يأكلون طعامهم وهم جالسون على المقاعد، كان الرجال الأغنياء	0.3076923076923077
تنازلت من خلالها عن سيادتها على التايوان لصالح اليابان	تنازلت من خلالها عن سيادتها على التايوان لصالح اليابان	1.0
من خلال عدد أيونات الهيدروجين (حرف الH في pH) في المادة الكيميائية	من خلال عدد أيونات الهيدروجين	0.5882352941176471
الإلكترونات	بروتونات منزوعة الإلكترونات	0.5
القطط متوسطة الحجم	القطط متوسطة الحجم	1.0
غرفةٌ صغيرةٌ	غرفةٌ صغيرةٌ	1.0
الشمس	الشمس	1.0
ثاني أكسيد الكربون	الأكسجين	0
الأوردة	الأوردة	1.0
الشعيرات الدموية	الشعيرات الدموية	1.0
الثورة البلجيكية	الثورة البلجيكية في ثلاثينيات القرن التاسع عشر	0.4444444444444445
23،764	23،764 كيلومتر مربع	0.5
المراسم الدينيّة	الإيطالية	0
استخدام ضوء ساطع في تحفيز الذرات	ضوء ساطع	0.5
النرويج	النرويج	1.0
حوالي القرن الخامس عشر	القرن الخامس عشر	0.8571428571428571
الأبجدية الألمانية	تأثير ثقافي كبير من ألمانيا	0
 الهانجول 	الهانجول	1.0
الغاز	سماكة الغاز	0.6666666666666666
النّفط	عاطلون عن العمل	0
ذرتين هيدروجين وذرة أكسجين	ذرتين هيدروجين وذرة أكسجين	1.0
حالته الكيميائية	تستطيع العناصر والمركبات الانتقال من حالة إلى أخرى دون أن تتغير	0
مقلوباً	مقلوباً	1.0
هجين أوركيد	هجين أوركيد	1.0
بريطانيا	بريطانيا	1.0
عملية أسد البحر 	عملية أسد البحر	1.0
يحكم فرنسا ""فيشي	الشعب الفرنسي الذين صنعوا السلام مع الألمان في عام 1940 وعملوا مع الغزاة بدلاً من محاربتهم	0
الأمريكيون والقوات الفرنسية الحرة	الألمان	0
الرادار	الرادار	1.0
الرّماية	نطاق الرّماية	0.6666666666666666
 أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر	أسر البريطانيون كبير مهندسي الجيش الإيطالي العاشر، الجنرال لاستوتشي في كمينٍ غرب ميناء بردية	0.5714285714285714
في طبرق	٢٨ يونيو	0
جاي شانكار شودري	تشابان بهوج بهاجان	0
غنت المغنية التركية ""سيزين أكسو"" مع الإيطالي ""أليساندرو سافينا"" والمغني اليوناني ""هاريس أليكسيو""	طروادة	0
الإيطالي	الإيطالي	1.0
في تونغا	باغو باغو ونيو	0
عندما قلل السرعة إلى 160 كيلومتر في ساعة	بسبب درجة انخفاض ""البلاك بيوتي"".	0
حوالي 65 كم (40 ميلاً) جنوب بوتي	جنوب	0.25
اشتعلت النيران في سجن أبو غريب	اشتعلت النيران	0.5
بعد اكتشاف إساءة معاملة السجناء	بعد سيطرة القوات الأمريكية، أصبح السجن ذو سمعة سيئة	0.14285714285714285
المتظاهرين	أفادت تقارير باستمرار أعمال النهب على نطاق واسع حتى صباح اليوم التالي	0
سكان مدينة ""بشكيك""	أفادت تقارير باستمرار أعمال النهب على نطاق واسع حتى صباح اليوم التالي	0
في عام 2013	بعد ظهوره في عام 2013 في حلقة شارك تانك	0.5
عندما لم يكن جرس بابه مسموعاً من متجره ف مرآب منزله	عندما لم يكن جرس بابه مسموعاً من متجره في مرآب منزله	0.9090909090909091
كتب	كتب يجب على الأطفال أن يبحثوا عنها عندما يتوجه كل منهم إلى المكتبة	0.14285714285714288
أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية قد ساهمت في إنهاء المسلسل	0.761904761904762
الحكومة البولندية 	بولندا	0
أربعة	أربعة	1.0
 Apple 	غير خطيرة	0
الهاتف	سنصنع التاريخ اليوم	0
اختراع الهاتف	ستعيد شركة أبل اختراع الهاتف، سنصنع التاريخ اليوم	0.2
عزمها الترشح للرئاسة	عزمها الترشح للرئاسة	1.0
في لابلاتا	المسرح الأرجنتيني	0
لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	على الرغم من أنه تم بث الفيديو على الإنترنت، برنامج الأخ الأكبر لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	0.625
يجب أن يكون موجوداً على الخادم بشكل ملموس	يجب أن يكون موجوداً على الخادم بشكل ملموس	1.0
جون هاوارد	بيتر كوستيلو	0
ماسيج كريزيل	ماسيج كريزيل	1.0
فنلندا	فنلندا	1.0
53	بالميراس	0
مانشستر سيتي	بالميراس	0
جاك ليتون	جاك ليتون	1.0
حكومة الولاية وبعض النواب الفيدراليين	النواب الفيدراليين	0.5714285714285715
بلورات	حمض السيانريك والملامين	0
بلورات تتشكل في بول القطط	الكلى	0
تومي دريمر	تومي دريمر	1.0
داستن ""جولدست"" رانلز	داستن ""جولدست"" رانلز	1.0
تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	1.0
إيد ديفي 	استقال هوهن وسيتم استبداله في مجلس الوزراء بعضو البرلمان إيد ديفي	0.3076923076923077
نورمان لامب 	نورمان لامب	1.0
يدخن الفنانون لفائف القنب 	يدخن الفنانون لفائف القنب	1.0
الفنانون	يدخن الفنانون لفائف القنب	0.4
نشاط مأهول خارج المركبة ( EVA )	EVA	0.33333333333333337
أبولو سويوز	أبولو سويوز	1.0
الليبرالي	النقد الليبرالي لمجهود إعادة الإعمار قد ركز على منح عقود إعادة الإعمار للمطلعين في واشنطن	0.125
أمها 	طبيبةً قد عملت في مستشفى الأطفال	0
في صندوق سيارتها	بلو آش، أوهايو	0
سكايب	سكايب	1.0
تنويع مصادر ربحها واكتساب شعبية في المناطق التي يحتل فيها سكايب مكانة قوية	تنويع مصادر ربحها	0.375
الاعتماد على النفط	الاعتماد على النفط	1.0
 ويضعون ورقة مطبوعة بشكل مسبق مشيرة إلى مرشحهم المفضل في ظرف	فرنسا	0
اهتمامه بالحرب الذي استمر طوال حياته	اهتمامه بالحرب الذي استمر طوال حياته	1.0
معدل الوفيات المرتفع جداً	معدل الوفيات المرتفع	0.8571428571428571
اثنين	10 إلى 15	0
 مرتبطة بالأقمار الاصطناعية 	بالأقمار الاصطناعية	0.8
بتحديد مكان طائرة بدقة أعلى	تحديد مكان طائرة بدقة أعلى وتزود الطيارين بمعلومات محددة أكثر	0.5333333333333333
يخصص 10 عملاء للمواد الإباحية للبالغين	يخصص 10 عملاء للمواد الإباحية للبالغين	1.0
انقلاب	انقلاب	1.0
 أمام الرحلات الجوية التجارية	إغلاق المطار أمام الرحلات الجوية التجارية	0.8
كارتر	كارتر	1.0
لهنري كيسنجر	1981	0
مخلبه الثاني كان أكبر	الريش الكامل والدم الحار	0
الستينيات	1973	0
في ساحة القديس بطرس.	روما	0
في ساحة القديس بطرس.	روما	0
 '' أوكا '' '' 	أوكا"" بينما كان مصوباً إلى رأس رجل خامس	0.2222222222222222
9000	9000	1.0
14.7 مليار دولار أمريكي	14.7 مليار دولار أمريكي	1.0
البلد السابع	فرنسا	0
في مستنقعات بالقرب من ليون في شرق فرنسا.	بطة برية نافقة	0
منذ القرن التاسع عشر	القرن التاسع عشر	0.8571428571428571
مُعسكر القوات	نفايات معسكر الأمم المتّحدة لم تُعقَّم كما ينبغي	0
المخدرات 	لتشريعٍ برلمانيٍ لتصحيح الوضع	0
التعدّي على ممتلكات الغيْر	التعدّي على ممتلكات الغيْر	1.0
لم يمسس اللافتة ضرر	لم يمسس اللافتة ضرر مادي	0.888888888888889
إلى الجمعية الوطنية	الجمعية الوطنية	0.8
هطلت الأمطار	بدأت الرياح في الدخول	0
ثالث أكبر إعصار تم تسجيله 	ثالث أكبر إعصار تم تسجيله شرق درجة 35 غربًا	0.7142857142857143
الشمال الغربي.	645 ميلاً (1040 كم) غرب	0
لأجهزة راديو مزدوجة 	على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة	0.5454545454545454
100 م و 200 م أسلوب حر وفي ثلاث مراحل	تذمره	0
استخدامها ممنوع في الألعاب	تذمره	0
لقاح التهاب الدماغ،	تم تأجيل خطط توصيل اللقاحات إلى المناطق الأكثر تضرراً على مر التاريخ هذا العام	0
من خلال الخنازير،	البعوض	0
منع الاتحادات المدنية لشخصين من نفس الجنس	قد يفتح فشل الجملة الثانية، التي تقترح منع الاتحادات المدنية لشخصين من نفس الجنس، الباب للاتحادات المدنية في المستقبل	0.46153846153846156
 للصحافة 	للصحافة	1.0
للو بيكولو	للو بيكولو	1.0
في نيبال	وخلال رحلته	0
كلب مسعور	وهوجم في التبت من قبل كلب مسعور	0.4444444444444445
مباشرةً بعد التوقف للصيانة	بعد التوقف للصيانة	0.8571428571428571
 بسبب تضرر نظام التعليق	تضرر نظام التعليق	0.8571428571428571
جلسة استماع	إطلاق سراح المحتجزين لأكثر من 24 ساعة منذ احتجازهم ممن لم يمنحهم وكيل المحكمة جلسة استماع	0.2222222222222222
هؤلاء الوكلاء	الوكلاء مسؤولون عن تقديم الخدمات الحكومية و القضائية بموجب المادة 247	0.15384615384615385
ممثلة	أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ	0
هيئة الإسكان 	سرقت ودائع التأمين الخاصة بهم	0
بوير	كيسلوسكي	0
2,220	يظل كيسلوسكي بطل بطولة السائقين بعد السباق بعدد نقاط 2250 نقطة	0
جرى التحقق من أن أصل حوالي 34 فقط	يُعتقد أن هذه هي المرة الخامسة في التاريخ التي يلاحظ فيها الناس ما تبين أنه مادة مريخية مؤكدة كيميائيًا	0.07407407407407407
في عام2006	المتقاعد	0
خلال سباق جائزة المجر الكبرى عام 2009.	بجروح خطيرة في الرأس	0
جميع أصوات مندوبيها الخمسين	جميع أصوات مندوبيها الخمسين	1.0
المعلومات	المعلومات	1.0
قارب	قارب	1.0
أربع	116	0
في عام 2007	أزمة الرهن العقاري الثانوي	0
الولايات المتحدة	الهند والصين	0
الاقتصاد	رفضت	0
برنامج الصيد التابع للجمعية	برنامج الصيد	0.6666666666666666
التلويح بالجهاز في الهواء	التلويح بالجهاز في الهواء	1.0
 نظام التحكم	نينتندو الثوري الجديد	0
اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016	تخلت عن جهودها للوصول إليه	0
بوب ديلان	بوب ديلان	1.0
جوردون جوندرو	جوردون جوندرو	1.0
أكثر من 1,000	1,000	0.5
 عطل كهربائي	عطل كهربائي	1.0
20 قدماً	20 قدماً	1.0
فيضاناً	الجناح التاسع	0
كيفية تشكل الكواكب، وعلى الأخص كيف تشكلت الأرض	يأمل العلماء أن يفهموا كيفية تشكل الكواكب	0.26666666666666666
التقاط صور لحاجز الشرطة	أوقف مركبته على الجانب الآخر من شارع سيبولفيدا بوليفارد وحاول التقاط صور لحاجز الشرطة	0.4444444444444445
240 كيلومتراً في الساعة (149 ميلاً في الساعة)	240 كيلومتراً في الساعة	0.6666666666666666
بعد توقف فيرناندو ألونسو المبكر	2009	0
المدينة	بوخارست	0
الحادث	وقوع الحادث	0.6666666666666666
الطائرة	مكوناً رئيسياً لكل من الجيشين الروسي والسوفيتي منذ سبعينيات القرن العشرين	0
إناث وذكور	اعتبار أدوية منع الحمل ضرورة طبية	0
محور النورة	بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات	0
في البلدان ذوات الدخل المنخفض	الكشف المبكر للسرطان والسل وفيروس العوز المناعي البشري والملاريا في البلدان ذوات الدخل المنخفض	0.5263157894736842
طابعات نفاثة للحبر	شريحة صغيرة قابلة للطباعة يمكن تصنيعها باستخدام طابعات نفاثة للحبر قياسية	0.42857142857142855
الظروف الجوية القاسية	الأحوال لن تتحسن حتى وقتٍ ما في الأسبوع القادم	0
متى يعتقد أن تبدأ الحياة	متى يعتقد أن تبدأ الحياة	1.0
التعليق على تفاصيل الحالات المحتملة	سيكون من غير الأخلاقي التعليق على تفاصيل الحالات المحتملة	0.7142857142857143
نحو السماء 	السماء	0.6666666666666666
التغيرات في درجات الحرارة	جلين كوشينغ	0
صور الأشعة تحت الحمراء	صور الأشعة تحت الحمراء	1.0
أنه من مجموعة الإيغور العرقية	ولم تعرف السلطات اسمه حتى الآن، بالرغم من أنهم يعرفون أنه من مجموعة الإيغور العرقية	0.5
منتخب جنوب أفريقيا للرغبي أستراليا	جنوب أفريقيا	0.5714285714285715
جوهانسبرغ	جنوب أفريقيا	0
49	49 مباراة	0.6666666666666666
بولونياا	بولونيا	0
مباراة تقرر إقامتها يوم الأحد	يتدرب قبل الموسم في كوفرسيانو في إيطاليا	0
29%	34 في المئة	0
في نهاية عهد الملكة إليزابيث الثانية	الملكة إليزابيث الثانية	0.6666666666666666
تنظيم الأبوة	كومن	0
للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75
أسوس	2007.	0
أجهزة الحاسوب المحمولة	2007.	0
الصبي	الصبي	1.0
في هذه المرحلة	تلقى بوترو العلاج	0
خسر موراي	خسر	0.6666666666666666
أطفال	أطفال في سن المدرسة	0.4
ذي أنيون	ذي أنيون	1.0
عند الساعة 11:20	الساعة 11:20	0.8
سوء الأحوال الجوية	سوء الأحوال الجوية	1.0
العاصفة بعيدة عن اليابسة	فلا يمكن تقييم مدى وقع التأثير المحتمل على الولايات المتحدة أو جزر الكاريبي	0
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي، أخبر (بوش) جمهوره عن توسيع التجارة في قارة آسيا	0.56
تمويل عربات قطار إضافية	تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.3333333333333333
لجنة رئاسية	أوصت لجنة رئاسية	0.8
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية	0
بالاوان	اليابان	0
السكرتير الصحفي	السكرتير الصحفي	1.0
تركيا	تركيا	1.0
نيران عدائية	لنيران عدائية	0.5
الجبلية	أعالي التضاريس الجبلية	0.5
استعادة قضبان الرمال المتآكلة	منسوب المياه سيرتفع بضعة أقدام	0
7	7 تسديدات نحو البُويبة	0.4
بعد كونه جزءاً في حادث	حادث حلبة إنديانابوليس موتور سبيدواي	0.20000000000000004
متسابق	زميله	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	قد يساعد فهم شيء ما حول كيفية عمل الطائرات وما يحدث أثناء الرحلة البعض	0
إرسال أمتعة	لا تسمح القوانين الداخلية لشركات الطيران بإرسال أمتعة بلا راكب	0.16666666666666669
شرب المشروبات الروحية باعتدال	الميثانول	0
حي القناة	حي القناة	1.0
لقيمتها الثقافية والتاريخية الفريدة	قيمتها الثقافية والتاريخية الفريدة	0.75
الداخل	تذهب الجولات الجوية المتخصّصة من حينٍ لآخر إلى الداخل	0.19999999999999998
في المناطق النائيّة	المناطق النائيّة ذات الظّروف الجويّة الملائمة	0.4444444444444444
شواطئ نورث شور	أشجار البوتوكوا	0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923
الأشخاص الذين يعملون في قطاع الدواجن	مراقبي الطيور	0
المحيط المتجمد الشمالي ببحر البلطيق	تصاريح خاصة	0
الكرز والبرقوق	يُطهى التفاح في المعجنات على مدار العام في حين يظهر الكرز والبرقوق خلال الصيف	0.25
البرتغاليون	زلزال 1755	0
جمهورية جديدة	لم تحظ باعتراف رسمي من أي دولة	0
السجال الدبلوماسي	السجال الدبلوماسي	1.0
وجودِ أكثر من مسافرين	لا تستعمل العائلات سيارات الأجرة عموماً في شارلوت، على الرغم من أنها قد تكون ذات فائدة ما في بعض الظروف	0.08333333333333334
 الإنكا	الإنكا	1.0
الطرق والقطارات والقوارب	الطرق والقطارات والقوارب القرى مع بعضها ولا تستطيع السيارات	0.5
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0
النرويجيين	1861 تم افتتاح أول نادي تزلج ترفيهي بواسطة النرويجيين في أستراليا	0.16666666666666669
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0
قد يكون بعضها مقلدة	وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0
في الجزر النائية	دولار	0
مهرجانات معبد كيرالا	مهرجانات معبد كيرالا	1.0
فرن ميكروويف	فرن ميكروويف أو وسائل أخرى لتسخين الطعام	0.4444444444444445
إن لم يكن لديك اتصال بالإنترنت في هاتفك، أو عندما يكون خارج النطاق	توفير المال	0
التلويح	بين الملايو	0
مقاطعة شمال ""كيفو""	غوما هي مدينة سياحية في جمهورية الكونغو الديمقراطية	0
تقتصر التصاريح	تقتصر التصاريح على حماية الوادي	0.5714285714285715
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666
خلال الشتاء	الجمال والسحر	0
تضع إشعارات تعرض فيها مساعدتك، وتسير على الأرصفة للتواصل مع من يُنظفون يخوتهم أو مع البحارة في الحانة وغيرهم	ستضع إشعارات تعرض فيها مساعدتك	0.25
هذا	واجهة كولون البحرية في الجهة المقابلة. الغالبية العظمى من التنمية الحضرية لجزيرة هونج كونج	0
كولون البحرية في الجهة المقابلة	واجهة كولون البحرية في الجهة المقابلة	0.9090909090909091
قضبان أمان	قضبان أمان	1.0
الكعب والنعل الناعم الضيق للغاية	دعاماتٍ لأقدام الفارس تتدلّى على جانبيّ السّرج	0
قائمة بالمستضيفين المتوفيين	Couchsurfing	0
ضيفها المعتاد في العشرينيات من عمره	الشباب	0
الإنترنت	لا يوجد أيضاً أي شرطٍ للحصول على رقمٍ محلي من المجتمع الذي تعيش فيه	0
أزهار الكرز	أزهار الكرز	1.0
الإمبراطور	الإمبراطور	1.0
إذا أحضرتِ الملحفة الخاصة بك، وخاصةً ذات الألوان الزاهية	فسوف تحظين بابتسامة من الراهب أو الراهبة عند المدخل	0
في الشتاء	الشتاء	0.6666666666666666
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	الهاتف الذي يعمل بالأقمار الصناعية لا يعد عموماً بديلاً عن الهاتف المحمول	0.1
التخييم في الموقع	التخييم في الموقع	1.0
عصائر الفاكهة	عصائر الفاكهة	1.0
الإسبان	الإسبان	1.0
أكثر راحة وأقل ازدحامًا	أرخص من تذاكر المترو العادية في أوروبا	0
متجر بقالة	متجر بقالة	1.0
عن طريق رقم هاتف مجاني	رقم هاتف مجاني	0.7499999999999999
فحص الهجرة	فحص الهجرة	1.0
سكاي تيم	سكاي تيم	1.0
جو راننج تورز	جو راننج تورز	1.0
استعمال المنظار	المنظار	0.6666666666666666
الفيلة والزراف	الفيلة والزراف	1.0
تنزيل بيانات اللغة التي تريدها	Google	0
الزبادي	جنوب الهند وبعض المناطق الساحلية الأخرى في شبه القارة الهندية، ينتشر استخدام حليب جوز الهند	0
هؤلاء ليسوا خفيفين جدًا	الجرارات المتخصصة	0
شقوق	شقوق مملوءة ومُعلّمة بالأعلام	0.4
في باحة الكنيسة	باحة الكنيسة	0.8
تأشيرات الطلاب	تأشيرات الطلاب	1.0
كطالب دولي	الزيارات القصيرة لدول محددة كسائح أو للعمل قد لا تتطلب تأشيرة	0
في الصيف	فتح الأبواب	0
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0
تموز عام 2020	2021	0
المناخات الحارة	الحارة	0.6666666666666666
الثروات	الرأس والكتفين	0
تعلنن إنهن متزوجات	ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات	0.5454545454545454
العاثيات	العاثيات أو الفيروسات	0.5
العرض	التذكاري	0
شركة إدارة الفرقة	لم تُوضح شركة إدارة الفرقة "HK Management Inc." سبب أولي وراء الإلغاء في يوم 20 من أيلول	0.3
جبسون	لم يُصب سائق الشاحنة البالغ من العمر 64 عاماً في حادث التحطم	0
نُقل "جبسون" إلى المستشفى، لكنه توفي بعدها بفترة قصيرة. لم يُصب سائق الشاحنة	فرّ جميعهم عائدين من حيث وقعت الحادثة	0
ولم ترد أخبار عن وقوع أي إصابات كبيرة	خمسة أشخاص على الأقل كانوا في موقع الحادث وقت حدوث الانفجار، وقد تمت معالجتهم من أعراض الصدمة	0
أحد الجيران	أحد الجيران	1.0
ما يكفي من التباس في الدستور الأفغاني	دبلوماسيون بأنهم عثروا على ما يكفي من التباس في الدستور الأفغاني لاعتبار جولة الإعادة غير ضرورية	0.6086956521739131
ضابطين	مقاتلي داعش	0
الشرطة	مكتب المحافظ	0
توجي نت راديو	توجي نت راديو	1.0
غريب الأطوار	مسرح إذاعي	0
نيكلاس باكستروم	نيكلاس باكستروم	1.0
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0
لإغلاق	استعمال شاحنات التفريغ	0
سايمون	سايمون	1.0
الزلزال لم يستوف متطلبات 6.5 درجة	لم يصدر تحذير عن تسونامي	0.1818181818181818
الضيائيّة والدوران	الضيائيّة والدوران	1.0
