Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
tend to not do well in school	not do well in school	0.8333333333333333	tend well school	well school	0.8	0
cultural tourism	cultural tourism	1.0	cultural tourism	cultural tourism	1.0	1
recalling previous instances of entrepreneurial behavior and resulting successes	recalling previous instances of entrepreneurial behavior and resulting successes	1.0	recalling previous instances entrepreneurial behavior resulting successes	recalling previous instances entrepreneurial behavior resulting successes	1.0	1
the length of time between REM states	length of time between REM states	1.0	length time REM states	length time REM states	1.0	1
the Early Middle Ages	Early Middle Ages	1.0	Early Middle Ages	Early Middle Ages	1.0	1
the Late Middle Ages	Late Middle Ages	1.0	Late Middle Ages	Late Middle Ages	1.0	1
visual system sensory organs	visual system sensory organs or eyes	0.8	visual system sensory organs	visual system sensory organs eyes	0.888888888888889	0
the requirements of the organism	The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity	0.1052631578947368	requirements organism	different constructions different capabilities , sensitive different wave-lengths differing degrees acuity	0.0	0
several pyramids (of which the great pyramid is the largest), several small tombs, several temples, and the great Sphinx	several pyramids (of which the great pyramid is the largest), several small tombs, several temples, and the great Sphinx	1.0	several pyramids ( great pyramid largest ) , several small tombs , several temples , great Sphinx	several pyramids ( great pyramid largest ) , several small tombs , several temples , great Sphinx	1.0	1
to honor the Pharaoh Khufu	to honor dead Pharaoh	0.75	honor Pharaoh Khufu	honor dead Pharaoh	0.6666666666666666	0
Strabo	Strabo	1.0	Strabo	Strabo	1.0	1
stop this traffic	stop this traffic	1.0	stop traffic	stop traffic	1.0	1
saddle	The saddle	1.0	saddle	saddle	1.0	1
on horseback	on the bare backs of their horses	0.25	horseback	bare backs horses	0.0	0
in 1922	1922	0.6666666666666666	1922	1922	1.0	1
the discovery of his tomb	discovery of his tomb	1.0	discovery tomb	discovery tomb	1.0	1
blind poet	blind	0.6666666666666666	blind poet	blind	0.6666666666666666	0
Pythagoras	Pythagoras	1.0	Pythagoras	Pythagoras	1.0	1
in the open air	in the open air	1.0	open air	open air	1.0	1
the house	the house	1.0	house	house	1.0	1
Eskimo tribes	Eskimo tribes	1.0	Eskimo tribes	Eskimo tribes	1.0	1
the rich men	poor people	0.0	rich men	poor people	0.0	0
it cedes sovereignty over Taiwan to Japan	cedes sovereignty over Taiwan to Japan	0.923076923076923	cedes sovereignty Taiwan Japan	cedes sovereignty Taiwan Japan	1.0	1
the amount of Hydrogen (the H in pH) ions in the tested chemical	by the amount of Hydrogen (the H in pH) ions in the tested chemical	0.9523809523809524	amount Hydrogen ( H pH ) ions tested chemical	amount Hydrogen ( H pH ) ions tested chemical	1.0	1
electrons	protons that had their electrons stripped off them	0.2222222222222222	electrons	protons electrons stripped	0.5	0
medium sized cats	cats	0.5	medium sized cats	cats	0.5	0
small room	small room	1.0	small room	small room	1.0	1
sun	sun	1.0	sun	sun	1.0	1
carbon-dioxide	carbon-dioxide	1.0	carbon-dioxide	carbon-dioxide	1.0	1
veins	veins	1.0	veins	veins	1.0	1
capillaries	capillaries	1.0	capillaries	capillaries	1.0	1
Belgian Revolution	1830s Belgian Revolution	0.8	Belgian Revolution	1830s Belgian Revolution	0.8	0
23,764	3%	0.0	23,764	3 %	0.0	0
religious ceremonies	Italian	0.0	religious ceremonies	Italian	0.0	0
stimulated by the bright light	bright light	0.6666666666666666	stimulated bright light	bright light	0.8	0
Norway	Norwegian	0.0	Norway	Norwegian	0.0	0
Around the 15th century	15th century	0.8	Around 15th century	15th century	0.8	0
the German alphabet	German alphabet	1.0	German alphabet	German alphabet	1.0	1
Hangeul	the correct sounds for the instruction of the people	0.0	Hangeul	correct sounds instruction people	0.0	0
gas	gas	1.0	gas	gas	1.0	1
oil	agriculture	0.0	oil	agriculture	0.0	0
two hydrogen atoms and one oxygen atom	two hydrogen atoms and one oxygen atom	1.0	two hydrogen atoms one oxygen atom	two hydrogen atoms one oxygen atom	1.0	1
chemical state	chemical state	1.0	chemical state	chemical state	1.0	1
upside down	upside down	1.0	upside	upside	1.0	1
national flower	Miss Joaquim	0.0	national flower	Miss Joaquim	0.0	0
Britain	Britain	1.0	Britain	Britain	1.0	1
Operation Sealion	Operation Sealion	1.0	Operation Sealion	Operation Sealion	1.0	1
"Vichy"""" French"	"Vichy"""" French"	1.0	Vichy '' '' French	Vichy '' '' French	1.0	1
the Americans and Free French forces	"the """"Vichy"""" French"	0.2857142857142857	Americans Free French forces	`` '' Vichy '' '' French	0.3333333333333333	0
radar	radar	1.0	radar	radar	1.0	1
shooting	a very limited shooting range	0.4	shooting	limited shooting range	0.5	0
the British captured the Italian Tenth Army's Engineer-in-Chief	captured	0.2857142857142857	British captured Italian Tenth Army 's Engineer-in-Chief	captured	0.25	0
in Tobruk	Tobruk	0.6666666666666666	Tobruk	Tobruk	1.0	1
Jai Shankar Choudhary	Jai Shankar Choudhary	1.0	Jai Shankar Choudhary	Jai Shankar Choudhary	1.0	1
Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou	Whirling Dervishes	0.0	Sezen Aksu performed Italian tenor Alessandro Safina Greek singer Haris Alexiou	Whirling Dervishes	0.0	0
Italian	Italian	1.0	Italian	Italian	1.0	1
in Tonga	Tonga	0.6666666666666666	Tonga	Tonga	1.0	1
when he slowed down to 160km/h	when he slowed down to 160km/h	1.0	slowed 160km/h	slowed 160km/h	1.0	1
about 65 km (40 miles) south of Butte	65 km (40 miles) south	0.7692307692307693	65 km ( 40 miles ) south Butte	65 km ( 40 miles ) south	0.9090909090909091	0
Abu Ghraib prison has been set alight	set alight	0.4444444444444445	Abu Ghraib prison set alight	set alight	0.5714285714285715	0
prisoner abuse was discovered	prisoner abuse was discovered there after US forces took over	0.5714285714285715	prisoner abuse discovered	prisoner abuse discovered US forces took	0.6666666666666666	0
protesters	protesters from the south	0.5	protesters	protesters south	0.6666666666666666	0
Bishkek residents	Several Bishkek residents	0.8	Bishkek residents	Several Bishkek residents	0.8	0
2013	after his 2013 appearance in a Shark Tank episode	0.2222222222222222	2013	2013 appearance Shark Tank episode	0.33333333333333337	0
when his doorbell wasn't audible from his shop in his garage	when his doorbell wasn't audible from his shop in his garage	1.0	doorbell n't audible shop garage	doorbell n't audible shop garage	1.0	1
books	Each show would also provide recommendations for books that children should look for when they went to their library	0.1	books	show would also provide recommendations books children look went library	0.18181818181818182	0
the funding crunch and a shift in the philosophy of educational television programming	funding crunch and a shift in the philosophy of educational television programming	1.0	funding crunch shift philosophy educational television programming	funding crunch shift philosophy educational television programming	1.0	1
Polish government	Poland	0.0	Polish government	Poland	0.0	0
four	Around 60	0.0	four	Around 60	0.0	0
Apple	Japan's Ministry of Economy, Trade and Industry	0.0	Apple	Japan 's Ministry Economy , Trade Industry	0.0	0
the phone	the phone	1.0	phone	phone	1.0	1
unveiled the device	Apple is going to reinvent the phone	0.0	unveiled device	Apple going reinvent phone	0.0	0
her presidential candidacy	her intention to run for president	0.2222222222222222	presidential candidacy	intention run president	0.0	0
in La Plata	Argentine Theatre	0.0	La Plata	Argentine Theatre	0.0	0
had not breached online content censorship laws	Big Brother had not breached online content censorship laws	0.8750000000000001	breached online content censorship laws	Big Brother breached online content censorship laws	0.8333333333333333	0
physically reside on a server	it must physically reside on a server	0.8	physically reside server	must physically reside server	0.8571428571428571	0
John Howard	Peter Costello	0.0	John Howard	Peter Costello	0.0	0
Maciej Krezel	Maciej Krezel	1.0	Maciej Krezel	Maciej Krezel	1.0	1
Finland	Finland	1.0	Finland	Finland	1.0	1
53	53	1.0	53	53	1.0	1
Manchester City	Palmeiras	0.0	Manchester City	Palmeiras	0.0	0
Jack Layton	Jack Layton	1.0	Jack Layton	Jack Layton	1.0	1
the state government and some federal MPs	the state government and some federal MPs	1.0	state government federal MPs	state government federal MPs	1.0	1
crystals	crystals	1.0	crystals	crystals	1.0	1
crystals formed in cat urine	The composition of these crystals	0.2222222222222222	crystals formed cat urine	composition crystals	0.3333333333333333	0
Tommy Dreamer	Tommy Dreamer	1.0	Tommy Dreamer	Tommy Dreamer	1.0	1
" Dustin """"Goldust"""" Runnels"	"Dustin """"Goldust"""" Runnels"	1.0	Dustin `` '' Goldust '' '' Runnels	Dustin `` '' Goldust '' '' Runnels	1.0	1
to avoid the old path of polluting first and cleaning up later	to avoid the old path of polluting first and cleaning up later	1.0	avoid old path polluting first cleaning later	avoid old path polluting first cleaning later	1.0	1
Ed Davey	Ed Davey	1.0	Ed Davey	Ed Davey	1.0	1
Norman Lamb	Norman Lamb	1.0	Norman Lamb	Norman Lamb	1.0	1
smoke cannabis joints	join in	0.0	smoke cannabis joints	join	0.0	0
the performers	the performers	1.0	performers	performers	1.0	1
extravehicular activity (EVA)	manned extravehicular activity	0.6666666666666666	extravehicular activity ( EVA )	manned extravehicular activity	0.6666666666666666	0
Apollo–Soyuz	Apollo–Soyuz mission	0.6666666666666666	Apollo–Soyuz	Apollo–Soyuz mission	0.6666666666666666	0
Liberal	Washington insiders	0.0	Liberal	Washington insiders	0.0	0
her mother	heavily medicated state	0.0	mother	heavily medicated state	0.0	0
in the trunk of her car	Oldsmobile Intrigue	0.0	trunk car	Oldsmobile Intrigue	0.0	0
Skype	Skype	1.0	Skype	Skype	1.0	1
diversify its profit sources and gain popularity in areas where Skype holds a strong position	popularity	0.1333333333333333	diversify profit sources gain popularity areas Skype holds strong position	popularity	0.18181818181818182	0
the dependency on oil	dependency on oil	1.0	dependency oil	dependency oil	1.0	1
a pre-printed sheet of paper indicating their candidate of choice into an envelope	an envelope	0.1666666666666666	pre-printed sheet paper indicating candidate choice envelope	envelope	0.25	0
a lifelong interest in the war	a lifelong interest in the war	1.0	lifelong interest war	lifelong interest war	1.0	1
the very high fatality rate	very high fatality rate	1.0	high fatality rate	high fatality rate	1.0	1
two	two	1.0	two	two	1.0	1
satellite-based technology	satellite-based	0.6666666666666666	satellite-based technology	satellite-based	0.6666666666666666	0
pinpoint aircraft with greater precision	pinpoint aircraft with greater precision	1.0	pinpoint aircraft greater precision	pinpoint aircraft greater precision	1.0	1
devote 10 agents to adult pornography	devote 10 agents to adult pornography	1.0	devote 10 agents adult pornography	devote 10 agents adult pornography	1.0	1
rolled over	an airport fire vehicle rolled over	0.5714285714285715	rolled	airport fire vehicle rolled	0.4	0
to commercial flights	exploded	0.0	commercial flights	exploded	0.0	0
Carter	John F. Kennedy	0.0	Carter	John F. Kennedy	0.0	0
Henry Kissinger	Brzezinski	0.0	Henry Kissinger	Brzezinski	0.0	0
second claw was larger	second claw	0.6666666666666666	second claw larger	second claw	0.8	0
the 1960s	1960s	1.0	1960s	1960s	1.0	1
in St. Peter's Square	St. Peter's Square	0.8571428571428571	St. Peter 's Square	St. Peter 's Square	1.0	1
in St. Peter's Square	St. Peter's Square	0.8571428571428571	St. Peter 's Square	St. Peter 's Square	1.0	1
Uka	Uka	1.0	Uka	Uka	1.0	1
9,000	9,000	1.0	9,000	9,000	1.0	1
US$14.7 billion	US$14.7 billion	1.0	US $ 14.7 billion	US $ 14.7 billion	1.0	1
the seventh country	seven	0.0	seventh country	seven	0.0	0
in marshland near Lyon in the east of France	dead wild duck	0.0	marshland near Lyon east France	dead wild duck	0.0	0
the 1800s	1800s	1.0	1800s	1800s	1.0	1
the troop's encampment	UN camp	0.0	troop 's encampment	UN camp	0.0	0
drug	substances	0.0	drug	substances	0.0	0
trespassing	trespassing	1.0	trespassing	trespassing	1.0	1
The sign was not physically damaged	"alter the """"O"""" to read lowercase """"e""""."	0.0	sign physically damaged	alter `` '' '' '' read lowercase `` '' e '' '' .	0.0	0
to the National Congress	the National Congress	0.8	National Congress	National Congress	1.0	1
hail fell from the sky	there were two disabled people in wheelchairs, people just jumping over and pushing them	0.0	hail fell sky	two disabled people wheelchairs , people jumping pushing	0.0	0
only the third major hurricane	third	0.4	third major hurricane	third	0.5	0
northwest	645 miles (1040 km) west	0.0	northwest	645 miles ( 1040 km ) west	0.0	0
dual radios	provided that the base station has dual radios	0.4444444444444445	dual radios	provided base station dual radios	0.5714285714285715	0
100m and 200m freestyle and in three relays	three relays	0.4	100m 200m freestyle three relays	three relays	0.5714285714285715	0
as they are banned	they are banned from the Games	0.6666666666666665	banned	banned Games	0.6666666666666666	0
encephalitis vaccine	encephalitis vaccine	1.0	encephalitis vaccine	encephalitis vaccine	1.0	1
through mosquitos	mosquitos	0.6666666666666666	mosquitos	mosquitos	1.0	1
possibly open the door for civil unions	open the door for civil unions in the future	0.7692307692307692	possibly open door civil unions	open door civil unions future	0.8000000000000002	0
to the press	Mossack Fonseca	0.0	press	Mossack Fonseca	0.0	0
Lo Piccolo	Lo Piccolo	1.0	Lo Piccolo	Lo Piccolo	1.0	1
in Nepal	Nepal	0.6666666666666666	Nepal	Nepal	1.0	1
a rabid dog	a rabid dog	1.0	rabid dog	rabid dog	1.0	1
right after his pit-stop	right after his pit-stop	1.0	right pit-stop	right pit-stop	1.0	1
the suspension damage	suspension damage	1.0	suspension damage	suspension damage	1.0	1
a hearing	sets bail	0.0	hearing	sets bail	0.0	0
These agents	Political Agents	0.5	agents	Political Agents	0.6666666666666666	0
Actress	Best Picture	0.0	Actress	Best Picture	0.0	0
OHA	OHA police	0.6666666666666666	OHA	OHA police	0.6666666666666666	0
Bowyer	Harvick	0.0	Bowyer	Harvick	0.0	0
2,220	2,220	1.0	2,220	2,220	1.0	1
34 have been verified to be martian in origin	chemically confirmed martian material	0.1538461538461538	34 verified martian origin	chemically confirmed martian material	0.25	0
in 2006	2006	0.6666666666666666	2006	2006	1.0	1
during the 2009 Hungarian Grand Prix	Massa is due to be out for at least the rest of the 2009 season.	0.1111111111111111	2009 Hungarian Grand Prix	Massa due least rest 2009 season .	0.2	0
all fifty of its delegates	all fifty of its delegates	1.0	fifty delegates	fifty delegates	1.0	1
information	scouting and information gathering	0.4	information	scouting information gathering	0.5	0
boat	boat	1.0	boat	boat	1.0	1
Four	36	0.0	Four	36	0.0	0
in 2007	subprime mortgage crisis in 2007.	0.5714285714285715	2007	subprime mortgage crisis 2007 .	0.4	0
the United States	United States	1.0	United States	United States	1.0	1
the economy	the economy	1.0	economy	economy	1.0	1
the Sporting Shooters Association's hunting program	hunting program	0.5714285714285715	Sporting Shooters Association 's hunting program	hunting program	0.5	0
moving the device through the air	moving the device through the air	1.0	moving device air	moving device air	1.0	1
the controller	Nintendo Revolution console	0.0	controller	Nintendo Revolution console	0.0	0
the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature	the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him	0.8	committee , unable reach Bob Dylan directly winning 2016 Nobel Prize Literature	committee , unable reach Bob Dylan directly winning 2016 Nobel Prize Literature , abandoned efforts reach	0.88	0
Bob Dylan	Nobel Committee for Literature at the Swedish Academy	0.0	Bob Dylan	Nobel Committee Literature Swedish Academy	0.0	0
Gordon Johndroe	Gordon Johndroe	1.0	Gordon Johndroe	Gordon Johndroe	1.0	1
over 1,000	over 1,000	1.0	1,000	1,000	1.0	1
A power failure	A power failure	1.0	power failure	power failure	1.0	1
waist-high	waist-high	1.0	waist-high	waist-high	1.0	1
flooding	flooding	1.0	flooding	flooding	1.0	1
how planets form, especially how the Earth formed	how planets form	0.6	planets form , especially Earth formed	planets form	0.5714285714285715	0
take pictures of the police stop	take pictures of the police stop	1.0	take pictures police stop	take pictures police stop	1.0	1
240 kilometers an hour (149 miles per hour)	240 kilometers an hour	0.6	240 kilometers hour ( 149 miles per hour )	240 kilometers hour	0.6	0
just after an early pit stop for Fernando Alonso	Piquet Jr. crashed in the 2008 Singapore Grand Prix	0.0	early pit stop Fernando Alonso	Piquet Jr. crashed 2008 Singapore Grand Prix	0.0	0
The city	Bucharest City Hall	0.5	city	Bucharest City Hall	0.5	0
accident	an engine separated on takeoff	0.0	accident	engine separated takeoff	0.0	0
The aircraft	a major component of both the Russian and Soviet military	0.0	aircraft	major component Russian Soviet military	0.0	0
both female and male individuals	both female and male individuals	1.0	female male individuals	female male individuals	1.0	1
rachis	fossils	0.0	rachis	fossils	0.0	0
in low-income countries	low-income countries	0.8	low-income countries	low-income countries	1.0	1
standard inkjet printers	inkjet printers	0.8	standard inkjet printers	inkjet printers	0.8	0
extreme weather conditions	extreme weather conditions	1.0	extreme weather conditions	extreme weather conditions	1.0	1
when he believes life begins	life begins	0.5714285714285715	believes life begins	life begins	0.8	0
the specifics of likely cases	life begins	0.0	specifics likely cases	life begins	0.0	0
skywards	skywards	1.0	skywards	skywards	1.0	1
temperature variations	Infrared images	0.0	temperature variations	Infrared images	0.0	0
Infrared images	Infrared images	1.0	Infrared images	Infrared images	1.0	1
he is a member of the Uighur ethnic group	he is a member of the Uighur ethnic group	1.0	member Uighur ethnic group	member Uighur ethnic group	1.0	1
Springboks play Australia	Australia	0.5	Springboks play Australia	Australia	0.5	0
Johannesburg	Ellis Park in Johannesburg	0.4	Johannesburg	Ellis Park Johannesburg	0.5	0
49	49	1.0	49	49	1.0	1
Bolonia	Bolonia	1.0	Bolonia	Bolonia	1.0	1
a match planned for Sunday	Jarque was practicing during pre-season training at Coverciano in Italy	0.0	match planned Sunday	Jarque practicing pre-season training Coverciano Italy	0.0	0
29 per cent	29	0.5	29 per cent	29	0.5	0
at the end of Queen Elizabeth II's reign	at the end of Queen Elizabeth II's reign	1.0	end Queen Elizabeth II 's reign	end Queen Elizabeth II 's reign	1.0	1
Planned Parenthood	Planned Parenthood	1.0	Planned Parenthood	Planned Parenthood	1.0	1
the Oversight and Investigations Subcommittee	Oversight and Investigations Subcommittee	1.0	Oversight Investigations Subcommittee	Oversight Investigations Subcommittee	1.0	1
ASUS	ASUS	1.0	ASUS	ASUS	1.0	1
laptop	laptop computer	0.6666666666666666	laptop	laptop computer	0.6666666666666666	0
the boy	the boy	1.0	boy	boy	1.0	1
in the second set	after reaching 6-6	0.0	second set	reaching 6-6	0.0	0
Murray lost	Murray lost the first set	0.6666666666666666	Murray lost	Murray lost first set	0.6666666666666666	0
children	school aged children	0.5	children	school aged children	0.5	0
The Onion	The Onion	1.0	Onion	Onion	1.0	1
At 11:20	11:20	0.6666666666666666	11:20	11:20	1.0	1
bad weather	bad weather	1.0	bad weather	bad weather	1.0	1
the storm is far from landfall	the storm is far from landfall	1.0	storm far landfall	storm far landfall	1.0	1
Deputy Prime Minister Wong Kan Seng	Wong Kan Seng	0.6666666666666666	Deputy Prime Minister Wong Kan Seng	Wong Kan Seng	0.6666666666666666	0
After a week of losses in the midterm election	a week of losses in the midterm election	0.923076923076923	week losses midterm election	week losses midterm election	1.0	1
fund extra carriages	to fund extra carriages	0.8571428571428571	fund extra carriages	fund extra carriages	1.0	1
presidential commission	a presidential commission	1.0	presidential commission	presidential commission	1.0	1
making the sport of gymnastics, and others, as safe as possible	making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment	0.625	making sport gymnastics , others , safe possible	making sport gymnastics , others , safe possible athletes follow dreams safe , positive empowered environment	0.631578947368421	0
Palawan	Puerto Princesa in Palawan	0.4	Palawan	Puerto Princesa Palawan	0.5	0
the press secretary	press secretary	1.0	press secretary	press secretary	1.0	1
Turkey	Turkey	1.0	Turkey	Turkey	1.0	1
hostile fire	hostile fire	1.0	hostile fire	hostile fire	1.0	1
mountainous	mountainous	1.0	mountainous	mountainous	1.0	1
restore eroded sandbars	restore eroded sandbars downstream	0.8571428571428571	restore eroded sandbars	restore eroded sandbars downstream	0.8571428571428571	0
7	36	0.0	7	36	0.0	0
after being involved in a crash	Indianapolis Motor Speedway	0.0	involved crash	Indianapolis Motor Speedway	0.0	0
racer	fellow racer	0.6666666666666666	racer	fellow racer	0.6666666666666666	0
overcome a fear which is based on the unknown or on not being in control	not being in control	0.4705882352941176	overcome fear based unknown control	control	0.33333333333333337	0
send luggage	Airline regulations will not allow them to send luggage without a passenger	0.3076923076923077	send luggage	Airline regulations allow send luggage without passenger	0.4444444444444445	0
Drink alcoholic drinks with moderation	moderation	0.3333333333333333	Drink alcoholic drinks moderation	moderation	0.4	0
The Canal District	The Canal District	1.0	Canal District	Canal District	1.0	1
cultural and historical value	its unique cultural and historical value	0.8	cultural historical value	unique cultural historical value	0.8571428571428571	0
inland	the Pole	0.0	inland	Pole	0.0	0
in remote areas	remote areas	0.8	remote areas	remote areas	1.0	1
Central Auckland	Tamaki Drive beaches	0.0	Central Auckland	Tamaki Drive beaches	0.0	0
because it is established by law as the first official language	it is established by law as the first official language	0.9473684210526316	established law first official language	established law first official language	1.0	1
people who work with poultry	people who work with poultry	1.0	people work poultry	people work poultry	1.0	1
the Arctic Ocean to the Baltic Sea	mostly by rivers and lakes	0.0	Arctic Ocean Baltic Sea	mostly rivers lakes	0.0	0
cherries and plums	apples	0.0	cherries plums	apples	0.0	0
The Portuguese	The Portuguese	1.0	Portuguese	Portuguese	1.0	1
a new republic	officially recognizes it	0.0	new republic	officially recognizes	0.0	0
Diplomatic arguments	Diplomatic arguments over the region	0.6666666666666666	Diplomatic arguments	Diplomatic arguments region	0.8	0
more than 2 passengers	children around	0.0	2 passengers	children around	0.0	0
Inca	Inca	1.0	Inca	Inca	1.0	1
Paths, trains and boats	Paths, trains and boats	1.0	Paths , trains boats	Paths , trains boats	1.0	1
Riomaggiore, Manarola, Corniglia, Vernazza and Monterosso	Five Lands	0.0	Riomaggiore , Manarola , Corniglia , Vernazza Monterosso	Five Lands	0.0	0
readjusting to their native culture	readjusting to their native culture	1.0	readjusting native culture	readjusting native culture	1.0	1
Norwegians	Norwegians	1.0	Norwegians	Norwegians	1.0	1
US green card	US green card holders	0.8571428571428571	US green card	US green card holders	0.8571428571428571	0
some may be knock-offs	knock-offs	0.4	may knock-offs	knock-offs	0.6666666666666666	0
On the outlying islands	check with the owners in advance to determine what is an acceptable payment method	0.0	outlying islands	check owners advance determine acceptable payment method	0.0	0
Kerala's temple festivals	Kerala's temple festivals	1.0	Kerala 's temple festivals	Kerala 's temple festivals	1.0	1
a microwave oven	microwave oven or other means to heat food	0.4	microwave oven	microwave oven means heat food	0.5714285714285715	0
If you don't have a data connection for your phone, or when it is out of range	when out of your home country	0.3636363636363636	n't data connection phone , range	home country	0.0	0
waving	Malays in rural areas	0.0	waving	Malays rural areas	0.0	0
the North Kivu province	any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province	0.2727272727272727	North Kivu province	visits outside Goma researched understand state fighting persists North Kivu province	0.42857142857142855	0
Permits are limited	first come, first served basis	0.0	Permits limited	first come , first served basis	0.0	0
often covered in heather	a treeless moorland often covered in heather	0.8	often covered heather	treeless moorland often covered heather	0.7499999999999999	0
during winter	winter	0.6666666666666666	winter	winter	1.0	1
putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar	pacing	0.0909090909090909	putting notices offering help , pacing docks , approaching people cleaning yachts , trying make contact sailors bar	pacing	0.125	0
This	Hong Kong Island	0.0		Hong Kong Island	0.0	0
the Kowloon waterfront	Hong Kong Island	0.0	Kowloon waterfront	Hong Kong Island	0.0	0
safety bars	safety bars	1.0	safety bars	safety bars	1.0	1
a heel and a smooth, quite narrow, sole	Stirrups	0.0	heel smooth , quite narrow , sole	Stirrups	0.0	0
A listing of available hosts	A listing of available hosts	1.0	listing available hosts	listing available hosts	1.0	1
a typical guest is in their twenties	older travellers	0.0	typical guest twenties	older travellers	0.0	0
the Internet	satellite Internet connection	0.5	Internet	satellite Internet connection	0.5	0
Cherry blossom	Cherry blossom viewing	0.8	Cherry blossom	Cherry blossom viewing	0.8	0
the emperor	the emperor	1.0	emperor	emperor	1.0	1
bring your own, especially one with bright colors	you'll get a smile from the monk or nun at the entrance	0.0	bring , especially one bright colors	'll get smile monk nun entrance	0.0	0
in the winter	winter	0.6666666666666666	winter	winter	1.0	1
In remote locations, without cell phone coverage	remote locations, without cell phone coverage	0.923076923076923	remote locations , without cell phone coverage	remote locations , without cell phone coverage	1.0	1
to camp on site	camp on site	0.8571428571428571	camp site	camp site	1.0	1
Fruit juices	Fruit juices are pricey but excellent	0.5	Fruit juices	Fruit juices pricey excellent	0.6666666666666666	0
The Spaniards	The Spaniards	1.0	Spaniards	Spaniards	1.0	1
more comfortable and less crowded	more comfortable and less crowded	1.0	comfortable less crowded	comfortable less crowded	1.0	1
corner store	Every corner store	0.8	corner store	Every corner store	0.8	0
through a toll-free telephone number	toll-free telephone number	0.8571428571428571	toll-free telephone number	toll-free telephone number	1.0	1
immigration check	immigration check	1.0	immigration check	immigration check	1.0	1
SkyTeam	SkyTeam	1.0	SkyTeam	SkyTeam	1.0	1
Go Running Tours	Go Running Tours	1.0	Go Running Tours	Go Running Tours	1.0	1
with binoculars	binoculars	0.6666666666666666	binoculars	binoculars	1.0	1
elephants and giraffes	elephants and giraffes	1.0	elephants giraffes	elephants giraffes	1.0	1
downloading the desired language data	downloading the desired language data	1.0	downloading desired language data	downloading desired language data	1.0	1
yogurt	yogurt	1.0	yogurt	yogurt	1.0	1
These aren't very nimble	These aren't very nimble	1.0	n't nimble	n't nimble	1.0	1
crevasses	crevasses	1.0	crevasses	crevasses	1.0	1
In the churchyard	churchyard	0.6666666666666666	churchyard	churchyard	1.0	1
