Reference	Predection	F1_score
23,764	23,764 square kilometres	0.5
religious ceremonies	Vatican City uses Italian in its legislation and official communications	0
stimulated by the bright light	stimulated emission of radiation	0.25
Norway	Norwegian	0
Around the 15th century	Around the 15th century	1.0
the German alphabet	German alphabet	1.0
Hangeul	Hangeul	1.0
gas	The gas becomes thinner	0.5
oil	service sector, nearly a quarter work in industry and a fifth work in agriculture	0
two hydrogen atoms and one oxygen atom	its chemical state remains the same	0
chemical state	its chemical state remains the same	0.5714285714285715
upside down	upside down	1.0
national flower	an orchid hybrid	0
Britain	Britain	1.0
Operation Sealion	Operation Sealion	1.0
""Vichy"" French	French people	0.5
the Americans and Free French forces	French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them	0.1739130434782609
radar	radar	1.0
shooting	shooting range	0.6666666666666666
the British captured the Italian Tenth Army's Engineer-in-Chief	General Lastucci	0
in Tobruk	Tobruk	0.6666666666666666
Jai Shankar Choudhary	Sanju Sharma	0
Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou	Whirling Dervishes	0
Italian	Italian	1.0
in Tonga	Tonga	0.6666666666666666
when he slowed down to 160km/h	The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is	0.06451612903225806
about 65 km (40 miles) south of Butte	65 km (40 miles) south	0.7692307692307693
Abu Ghraib prison has been set alight	prison has been set alight	0.8333333333333333
prisoner abuse was discovered	Abu Ghraib	0
protesters	protesters from the south	0.5
Bishkek residents	Several Bishkek residents	0.8
2013	2013 appearance in a Shark Tank episode	0.2857142857142857
when his doorbell wasn't audible from his shop in his garage	2013 appearance in a Shark Tank episode where the show panel declined funding the startup. In late 2017	0.07692307692307691
books	recommendations for books that children should look for when they went to their library	0.13333333333333333
the funding crunch and a shift in the philosophy of educational television programming	funding crunch and a shift in the philosophy of educational television programming	1.0
four	four	1.0
Apple	Japan's Ministry of Economy, Trade and Industry	0
the phone	Today Apple is going to reinvent the phone	0.25
her presidential candidacy	her intention to run for president	0.2222222222222222
in La Plata	yesterday evening	0
had not breached online content censorship laws	Big Brother had not breached online content censorship laws	0.8750000000000001
physically reside on a server	it must physically reside on a server	0.8
John Howard	Peter Costello	0
Maciej Krezel	South Korea's Jong Seork Park	0
Finland	Netherlands	0
53	53	1.0
Manchester City	Manchester City	1.0
Jack Layton	Jack Layton	1.0
the state government and some federal MPs	Prime Minister John Howard	0
crystals	crystals	1.0
crystals formed in cat urine	crystals formed in cat urine	1.0
Tommy Dreamer	Tommy Dreamer	1.0
"" Dustin ""Goldust"" Runnels	Dustin ""Goldust"" Runnels	1.0
to avoid the old path of polluting first and cleaning up later	cut carbon dioxide emissions per unit of GDP	0.10526315789473685
Ed Davey	Ed Davey	1.0
Norman Lamb	Norman Lamb	1.0
the performers	the performers	1.0
extravehicular activity (EVA)	cosmonaut No. 11	0
Apollo–Soyuz	Apollo–Soyuz mission	0.6666666666666666
Liberal	fiscal conservatives	0
Skype	diversify its profit sources	0
diversify its profit sources and gain popularity in areas where Skype holds a strong position	diversify its profit sources and gain popularity in areas where Skype holds a strong position	1.0
the dependency on oil	dependency on oil	1.0
a pre-printed sheet of paper indicating their candidate of choice into an envelope	an envelope	0.16666666666666669
a lifelong interest in the war	a lifelong interest in the war	1.0
the very high fatality rate	very high fatality rate	1.0
two	6,000	0
satellite-based technology	satellite-based	0.6666666666666666
pinpoint aircraft with greater precision	satellite-based technology	0
devote 10 agents to adult pornography	focusing resources on cases which are easy to solve	0.13333333333333333
rolled over	an airport fire vehicle rolled over	0.5714285714285715
to commercial flights	closing the airport to commercial flights	0.7499999999999999
Carter	1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981	0.1
Henry Kissinger	Brzezinski	0
second claw was larger	western claw	0.3333333333333333
the 1960s	French law was changed. His activism went back to age 15 when he joined the French Resistance during World War II	0
in St. Peter's Square	St. Peter's Square	0.8571428571428571
Uka	Uka	1.0
9,000	9,000	1.0
US$14.7 billion	US$14.7 billion	1.0
in marshland near Lyon in the east of France	Lyon in the east of France	0.7692307692307693
the 1800s	1800s	1.0
the troop's encampment	Artibonite River	0
trespassing	vandalism	0
The sign was not physically damaged	vandalism	0
to the National Congress	November	0
northwest	northwest	1.0
dual radios	the base station has dual radios	0.5714285714285715
as they are banned	He has been unable to take the drugs needed to overcome his pain as they are banned from the Games	0.3636363636363636
encephalitis vaccine	deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides	0
through mosquitos	through mosquitos	1.0
possibly open the door for civil unions	could possibly open the door for civil unions in the future	0.8
to the press	spring 2016.	0
Lo Piccolo	Lo Piccolo	1.0
in Nepal	Nepal	0.6666666666666666
a rabid dog	a rabid dog	1.0
right after his pit-stop	ended it right after his pit-stop	0.8
the suspension damage	suspension damage	1.0
a hearing	did not receive a hearing by a court commissioner	0.25
Actress	Best Actor and Actress	0.4
OHA	March 20	0
2,220	2,250	0
34 have been verified to be martian in origin	chemically confirmed martian material	0.15384615384615383
in 2006	2006	0.6666666666666666
during the 2009 Hungarian Grand Prix	Massa is due to be out for at least the rest of the 2009 season	0.1111111111111111
all fifty of its delegates	all fifty of its delegates	1.0
information	David Headley's scouting and information gathering	0.2857142857142857
boat	boat	1.0
Four	36 of the 116 competitors had the same result in that race. Her other race, the Giant Slalom, saw her finish in tenth	0
in 2007	Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.	0.23529411764705882
the United States	United States	1.0
the economy	heavy reliance on coal exports	0
the Sporting Shooters Association's hunting program	supplementary pest control trial	0
moving the device through the air	moving the device through the air	1.0
the controller	Nintendo Revolution console	0
the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature	the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him	0.8
Bob Dylan	Bob Dylan	1.0
Gordon Johndroe	Gordon Johndroe	1.0
over 1,000	over 1,000	1.0
A power failure	A power failure	1.0
waist-high	20 feet	0
flooding	The Ninth Ward	0
how planets form, especially how the Earth formed	how planets form	0.6
take pictures of the police stop	take pictures of the police stop	1.0
240 kilometers an hour (149 miles per hour)	240 kilometers an hour	0.6
just after an early pit stop for Fernando Alonso	Piquet Jr. crashed in the 2008 Singapore Grand Prix	0
The aircraft	a major component of both the Russian and Soviet military	0
both female and male individuals	female and male individuals	0.888888888888889
rachis	confirms that at least some dinosaurs had feathers	0
in low-income countries	low-income countries	0.8
standard inkjet printers	a tiny printable chip	0
extreme weather conditions	extreme weather conditions	1.0
when he believes life begins	when he believes life begins	1.0
the specifics of likely cases	when he believes life begins	0
skywards	8:46 a.m.	0
temperature variations	Infrared images show that the temperature variations from night and day show that they are likely caves	0.2222222222222222
Infrared images	Infrared images	1.0
Springboks play Australia	Australia	0.5
Johannesburg	Ellis Park in Johannesburg	0.4
49	49	1.0
Bolonia	Bolonia	1.0
29 per cent	29 per cent	1.0
at the end of Queen Elizabeth II's reign	at the end of Queen Elizabeth II's reign	1.0
Planned Parenthood	Komen Foundation, said the organization adopted a new rule that does not allow grants or funding to be awarded to organizations that are under legal investigation	0
the Oversight and Investigations Subcommittee	Oversight and Investigations Subcommittee	1.0
ASUS	ASUS	1.0
laptop	earlier launched world-wide for cost-saving and functionality factors	0
the boy	Obanazawa Post Office	0
in the second set	after reaching 6-6	0
Murray lost	Murray lost the first set in a tie break	0.4444444444444445
children	school aged children	0.5
The Onion	The Onion	1.0
At 11:20	11:20	0.6666666666666666
bad weather	bad weather	1.0
the storm is far from landfall	the storm is far from landfall, it remains difficult to assess potential impact to the United States or Caribbean	0.45454545454545453
Deputy Prime Minister Wong Kan Seng	Wong Kan Seng	0.6666666666666666
After a week of losses in the midterm election	After a week of losses in the midterm election	1.0
fund extra carriages	Today's announcement also extended the government's commitment made in March of this year to fund extra carriages	0.3157894736842105
presidential commission	a presidential commission	1.0
making the sport of gymnastics, and others, as safe as possible	making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment	0.625
Palawan	Puerto Princesa in Palawan	0.4
the press secretary	Donald Trump	0
Turkey	Turkey	1.0
hostile fire	hostile fire	1.0
mountainous	mountainous	1.0
restore eroded sandbars	officials are hoping it will be enough to restore eroded sandbars downstream	0.4
7	36 runs loosing 7 wickets	0.33333333333333337
racer	Peter Lenz, a 13-year-old motorcycle racer	0.33333333333333337
overcome a fear which is based on the unknown or on not being in control	if they've not flown before or have experienced a traumatic event	0.17391304347826086
Drink alcoholic drinks with moderation	liver damage and even blindness and death. The potential danger is increased when consuming illegally produced alcohol	0
The Canal District	UNESCO World Heritage Site	0
cultural and historical value	unique cultural and historical value	0.888888888888889
inland	Occasional specialist air tours go inland	0.2857142857142857
in remote areas	remote areas	0.8
Central Auckland	Tamaki Drive beaches	0
because it is established by law as the first official language	most signs are indicated only in Catalan because it is established by law as the first official language	0.7407407407407407
people who work with poultry	birdwatchers	0
the Arctic Ocean to the Baltic Sea	The White Sea–Baltic Canal connects the Arctic Ocean to the Baltic Sea	0.7142857142857143
The Portuguese	The Portuguese	1.0
a new republic	a new republic	1.0
Diplomatic arguments	Diplomatic arguments	1.0
more than 2 passengers	There is a surcharge for having more than 2 passengers	0.6153846153846153
Inca	Inca	1.0
Paths, trains and boats	Paths, trains and boats	1.0
Riomaggiore, Manarola, Corniglia, Vernazza and Monterosso	Cinque Terre, which means Five Lands	0
readjusting to their native culture	readjusting to their native culture	1.0
Norwegians	Norwegians	1.0
US green card	an invitation letter	0
some may be knock-offs	the real imported ones may be more expensive than at home	0.28571428571428575
On the outlying islands	check with the owners in advance to determine what is an acceptable payment method	0
Kerala's temple festivals	Most of the temples do have an Annual festival starting from November end to Mid of May, which varies according to each temple's annual calendar	0
a microwave oven	Increasingly supermarkets are getting a more varied section of ready-made food	0
waving	""come over	0
the North Kivu province	Goma	0
Permits are limited	Permits are limited	1.0
often covered in heather	treeless moorland often covered in heather	0.8
during winter	many hill stations receiving healthy amounts of snow and offering activities such as skiing and snowboarding	0
This	Hong Kong Island	0
the Kowloon waterfront	Kowloon waterfront	1.0
safety bars	potential for a rider's feet to get stuck in them	0
a heel and a smooth, quite narrow, sole	Stirrups	0
A listing of available hosts	A hospitality exchange network is the organization that connects travelers with locals in the cities they are going to visit	0
a typical guest is in their twenties	older travellers	0
the Internet	There is also no requirement that you obtain a local number	0
Cherry blossom	Cherry blossom viewing	0.8
the emperor	the emperor	1.0
In remote locations, without cell phone coverage	A satellite phone is not generally a replacement for a mobile phone	0.125
to camp on site	camp on site	0.8571428571428571
Fruit juices	beer	0
The Spaniards	Spaniards	1.0
more comfortable and less crowded	MetroPlus	0
corner store	Every corner store	0.8
through a toll-free telephone number	toll-free telephone number	0.8571428571428571
immigration check	immigration check	1.0
SkyTeam	Star Alliance	0
elephants and giraffes	elephants and giraffes	1.0
downloading the desired language data	Google Translate	0
yogurt	coconut milk	0
crevasses	flags	0
In the churchyard	Haldarsvík	0
Student visas	Student visas	1.0
an international student	international student	1.0
Sundarbans National Park	Sundarbans	0.5
to purchase a ticket a few days in advance	it is advisable to purchase a ticket a few days in advance	0.8235294117647058
July 2020	1964	0
hot climates	hot climates	1.0
The fabulous riches	The fabulous riches of the tomb are no longer in it, but have been removed to the Egyptian Museum in Cairo	0.19999999999999998
phages	phages	1.0
the show	The band canceled the show at Maui's War Memorial Stadium	0.2222222222222222
a neighbor	a neighbor	1.0
enough ambiguity in the Afghan constitution	Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary	0.47619047619047616
Police	Police	1.0
TogiNet Radio	TogiNet Radio	1.0
geeky	old school radio theater with a new and outrageous geeky spin!	0.18181818181818182
Nicklas Backstrom	Alex Ovechkin	0
Alex Ovechkin	Alex Ovechkin	1.0
block	Dump trucks were used to block tube entrances	0.2222222222222222
Simon	Simon	1.0
the quake did not meet the magnitude 6.5 requirement	No tsunami warning has been issued	0
The luminosity and rotation	luminosity and rotation	1.0
