Reference	Predection	F1_score
عندما لم يكن جرس بابه مسموعاً من متجره ف مرآب منزله	عندما لم يكن جرس بابه مسموعاً من متجره في مرآب منزله	0.9090909090909091
كتب	كتب يجب على الأطفال أن يبحثوا عنها عندما يتوجه كل منهم إلى المكتبة	0.14285714285714288
أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	1.0
أربعة	أربعة	1.0
 Apple 	وزارة الاقتصاد، والتجارة، والصناعة اليابانية	0
الهاتف	الهاتف	1.0
عزمها الترشح للرئاسة	عزمها الترشح للرئاسة	1.0
في لابلاتا	لابلاتا	0.6666666666666666
لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	على الرغم من أنه تم بث الفيديو على الإنترنت، برنامج الأخ الأكبر لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	0.625
يجب أن يكون موجوداً على الخادم بشكل ملموس	يجب أن يكون موجوداً على الخادم بشكل ملموس	1.0
جون هاوارد	بيتر كوستيلو	0
ماسيج كريزيل	ماسيج كريزيل	1.0
فنلندا	هولندا	0
53	53	1.0
مانشستر سيتي	بالميراس	0
جاك ليتون	جاك ليتون	1.0
حكومة الولاية وبعض النواب الفيدراليين	جون هوارد	0
بلورات	بلورات	1.0
بلورات تتشكل في بول القطط	بلورات تتشكل في بول القطط	1.0
تومي دريمر	تومي دريمر	1.0
داستن ""جولدست"" رانلز	داستن ""جولدست"" رانلز	1.0
تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	1.0
إيد ديفي 	إيد ديفي	1.0
نورمان لامب 	نورمان لامب	1.0
الفنانون	الفنانون	1.0
نشاط مأهول خارج المركبة ( EVA )	EVA	0.33333333333333337
أبولو سويوز	أبولو سويوز	1.0
الليبرالي	المحافظين الماليين	0
سكايب	سكايب	1.0
تنويع مصادر ربحها واكتساب شعبية في المناطق التي يحتل فيها سكايب مكانة قوية	تنويع مصادر ربحها	0.375
الاعتماد على النفط	الاعتماد على النفط	1.0
 ويضعون ورقة مطبوعة بشكل مسبق مشيرة إلى مرشحهم المفضل في ظرف	ظرف	0.16666666666666669
اهتمامه بالحرب الذي استمر طوال حياته	اهتمامه بالحرب الذي استمر طوال حياته	1.0
معدل الوفيات المرتفع جداً	معدل الوفيات المرتفع	0.8571428571428571
اثنين	اثنين	1.0
 مرتبطة بالأقمار الاصطناعية 	بالأقمار الاصطناعية	0.8
بتحديد مكان طائرة بدقة أعلى	للسماح للمراقبين الجويين بتحديد مكان طائرة بدقة أعلى وتزود الطيارين بمعلومات محددة أكثر	0.5555555555555556
يخصص 10 عملاء للمواد الإباحية للبالغين	يخصص 10 عملاء للمواد الإباحية للبالغين	1.0
انقلاب	انقلاب	1.0
 أمام الرحلات الجوية التجارية	الرحلات الجوية التجارية	0.8571428571428571
كارتر	كارتر	1.0
لهنري كيسنجر	بريجنسكي	0
مخلبه الثاني كان أكبر	المخلب الغربي	0
الستينيات	الستينيات	1.0
في ساحة القديس بطرس.	روما	0
 '' أوكا '' '' 	أوكا	1.0
9000	9000	1.0
14.7 مليار دولار أمريكي	14.7	0.4
في مستنقعات بالقرب من ليون في شرق فرنسا.	شرق فرنسا	0.4
منذ القرن التاسع عشر	القرن التاسع عشر	0.8571428571428571
مُعسكر القوات	معسكر الأمم المتّحدة	0
التعدّي على ممتلكات الغيْر	التعدّي على ممتلكات الغيْر	1.0
لم يمسس اللافتة ضرر	التخريب	0
إلى الجمعية الوطنية	الجمعية الوطنية	0.8
الشمال الغربي.	الشمال الغربي	1.0
لأجهزة راديو مزدوجة 	امتلاك المحطة الأساسية لأجهزة راديو مزدوجة	0.6666666666666666
استخدامها ممنوع في الألعاب	استخدامها ممنوع في الألعاب	1.0
لقاح التهاب الدماغ،	تم تأجيل خطط توصيل اللقاحات إلى المناطق الأكثر تضرراً على مر التاريخ	0
من خلال الخنازير،	البعوض	0
منع الاتحادات المدنية لشخصين من نفس الجنس	الباب للاتحادات المدنية في المستقبل	0.16666666666666666
 للصحافة 	للصحافة	1.0
للو بيكولو	للو بيكولو	1.0
في نيبال	نيبال	0.6666666666666666
كلب مسعور	قراصنة	0
مباشرةً بعد التوقف للصيانة	بعد التوقف للصيانة	0.8571428571428571
 بسبب تضرر نظام التعليق	تضرر نظام التعليق	0.8571428571428571
جلسة استماع	جلسة استماع	1.0
ممثلة	أفضل ممثل وممثلة	0
هيئة الإسكان 	هيئة الإسكان في أوكلاند	0.6666666666666666
2,220	2250	0
جرى التحقق من أن أصل حوالي 34 فقط	مادة مريخية مؤكدة كيميائيًا تسقط على الأرض	0
في عام2006	2006	0
خلال سباق جائزة المجر الكبرى عام 2009.	2009.	0.25
جميع أصوات مندوبيها الخمسين	جميع أصوات مندوبيها الخمسين	1.0
المعلومات	المعلومات	1.0
قارب	قارب	1.0
أربع	أربع	1.0
في عام 2007	2007.	0.5
الولايات المتحدة	الولايات المتحدة	1.0
الاقتصاد	بالاقتصاد	0
برنامج الصيد التابع للجمعية	برنامج الصيد	0.6666666666666666
التلويح بالجهاز في الهواء	التلويح بالجهاز في الهواء	1.0
 نظام التحكم	جهاز التحكم عن بُعد	0.3333333333333333
اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016	تخلت عن جهودها للوصول إليه	0
بوب ديلان	بوب ديلان	1.0
جوردون جوندرو	جوردون جوندرو	1.0
أكثر من 1,000	1,000	0.5
 عطل كهربائي	عطل كهربائي	1.0
20 قدماً	20 قدماً	1.0
فيضاناً	شهد فيضاناً يصل ارتفاعه إلى 20 قدماً	0.25
كيفية تشكل الكواكب، وعلى الأخص كيف تشكلت الأرض	كيفية تشكل الكواكب	0.36363636363636365
التقاط صور لحاجز الشرطة	التقاط صور لحاجز الشرطة	1.0
240 كيلومتراً في الساعة (149 ميلاً في الساعة)	240 كيلومتراً في الساعة	0.6666666666666666
بعد توقف فيرناندو ألونسو المبكر	2008	0
الطائرة	مكوناً رئيسياً لكل من الجيشين الروسي والسوفيتي منذ سبعينيات القرن العشرين	0
إناث وذكور	إناث وذكور	1.0
محور النورة	محوراً متطوراً بالكامل	0
في البلدان ذوات الدخل المنخفض	البلدان ذوات الدخل المنخفض	0.888888888888889
طابعات نفاثة للحبر	طابعات نفاثة للحبر قياسية	0.8571428571428571
الظروف الجوية القاسية	الظروف الجوية	0.8
متى يعتقد أن تبدأ الحياة	متى يعتقد أن تبدأ الحياة	1.0
التعليق على تفاصيل الحالات المحتملة	متى يعتقد أن تبدأ الحياة	0
نحو السماء 	السماء أثناء الليل	0.4
التغيرات في درجات الحرارة	صور الأشعة تحت الحمراء	0
صور الأشعة تحت الحمراء	صور الأشعة تحت الحمراء	1.0
منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0
جوهانسبرغ	ملعب إليس بارك في جوهانسبرغ	0.33333333333333337
49	49	1.0
بولونياا	بولونيا	0
29%	29%	1.0
في نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	0.9090909090909091
تنظيم الأبوة	مؤسسة كومن	0
للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75
أسوس	أسوس	1.0
أجهزة الحاسوب المحمولة	أُطلق في وقت سابق في جميع أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0
الصبي	الصبي	1.0
في هذه المرحلة	بعد الوصول إلى 6-6	0
خسر موراي	خسر موراي المجموعة الأولى	0.6666666666666666
أطفال	أطفال في سن المدرسة	0.4
ذي أنيون	ذي أنيون	1.0
عند الساعة 11:20	11:20	0.5
سوء الأحوال الجوية	سوء الأحوال الجوية	1.0
العاصفة بعيدة عن اليابسة	العاصفة بعيدة عن اليابسة	1.0
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	1.0
تمويل عربات قطار إضافية	تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.3333333333333333
لجنة رئاسية	لجنة رئاسية	1.0
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.9333333333333333
بالاوان	بويرتو برنسيسا في بالاوان	0.4
السكرتير الصحفي	السكرتير الصحفي	1.0
تركيا	تركيا	1.0
نيران عدائية	لنيران عدائية	0.5
الجبلية	الجبلية	1.0
استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر	0.6666666666666666
7	7 تسديدات	0.6666666666666666
متسابق	زميله	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	التغلب على الخوف الذي ينبع من المجهول أو من عدم السيطرة	0.9
شرب المشروبات الروحية باعتدال	الميثانول، الذي قد يسبب للعمى أو الموت حتى إذا تم تناوله في جرعات صغيرة	0
حي القناة	حي القناة	1.0
لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0
الداخل	القارة القطبية الجنوبية الداخلية	0
في المناطق النائيّة	المدن أو حرم الجامعات	0
شواطئ نورث شور	شواطئ نورث شور	1.0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923
الأشخاص الذين يعملون في قطاع الدواجن	مراقبي الطيور	0
المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0
البرتغاليون	البرتغاليون	1.0
جمهورية جديدة	جمهورية جديدة	1.0
السجال الدبلوماسي	السجال الدبلوماسي حول المنطقة	0.6666666666666666
وجودِ أكثر من مسافرين	وجودِ أكثر من مسافرين	1.0
 الإنكا	الإنكا	1.0
الطرق والقطارات والقوارب	تربط الطرق والقطارات والقوارب	0.8571428571428571
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0
النرويجيين	النرويجيين	1.0
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0
قد يكون بعضها مقلدة	قد يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0.3529411764705882
في الجزر النائية	دولار الولايات المتحدة الأمريكية في كثير من الأحيان. في الجزر النائية هناك احتمالٌ ألا يتم قبول بطاقات الائتمان	0.2857142857142857
مهرجانات معبد كيرالا	معبد كيرالا	0.8
فرن ميكروويف	فرن ميكروويف	1.0
التلويح	تعال	0
مقاطعة شمال ""كيفو""	غوما	0
تقتصر التصاريح	التصاريح	0.6666666666666666
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666
خلال الشتاء	الشتاء	0.6666666666666666
هذا	هونج كونج	0
كولون البحرية في الجهة المقابلة	واجهة كولون البحرية	0.5
قضبان أمان	قضبان أمان	1.0
الكعب والنعل الناعم الضيق للغاية	قضبان أمان	0
قائمة بالمستضيفين المتوفيين	عروض السكن المجاني	0
ضيفها المعتاد في العشرينيات من عمره	الشباب	0
الإنترنت	الإنترنت	1.0
أزهار الكرز	أزهار الكرز	1.0
الإمبراطور	الإمبراطور	1.0
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	في المواقع البعيدة	0.36363636363636365
التخييم في الموقع	التخييم في الموقع	1.0
عصائر الفاكهة	عصائر الفاكهة	1.0
الإسبان	الإسبان	1.0
أكثر راحة وأقل ازدحامًا	أرخص من تذاكر المترو العادية في أوروبا	0
متجر بقالة	متجر بقالة	1.0
عن طريق رقم هاتف مجاني	عن طريق رقم هاتف مجاني	1.0
فحص الهجرة	فحص الهجرة	1.0
سكاي تيم	ستار	0
الفيلة والزراف	الفيلة والزراف	1.0
تنزيل بيانات اللغة التي تريدها	Google	0
الزبادي	الزبادي	1.0
شقوق	طريق	0
في باحة الكنيسة	هالدارسفيك	0
تأشيرات الطلاب	تأشيرات الطلاب	1.0
كطالب دولي	طالب دولي	0.5
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0
تموز عام 2020	1964	0
المناخات الحارة	الباردة	0
الثروات	الرأس والكتفين	0
العاثيات	العاثيات أو الفيروسات	0.5
العرض	الحرب التذكاري	0
أحد الجيران	أحد الجيران	1.0
ما يكفي من التباس في الدستور الأفغاني	التباس في الدستور الأفغاني	0.7272727272727273
الشرطة	مكتب المحافظ	0
توجي نت راديو	توجي نت راديو	1.0
غريب الأطوار	غريب الأطوار	1.0
نيكلاس باكستروم	نيكلاس باكستروم	1.0
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0
لإغلاق	استعمال شاحنات التفريغ	0
سايمون	بروكس وكرونينغ	0
الزلزال لم يستوف متطلبات 6.5 درجة	الزلزال لم يستوف متطلبات 6.5 درجة	1.0
الضيائيّة والدوران	تستخدم الضيائيّة والدوران	0.8
