Reference	Predection	F1_score
حوالي 65 كم (40 ميلاً) جنوب بوتي	جنوب بوتي	0.4444444444444445
اشتعلت النيران في سجن أبو غريب	اشتعلت النيران	0.5
بعد اكتشاف إساءة معاملة السجناء	اكتشاف إساءة معاملة السجناء به	0.8000000000000002
المتظاهرين	ضباط إنفاذ القانون	0
سكان مدينة ""بشكيك""	العديد من سكان مدينة ""بشكيك""	0.7499999999999999
في عام 2013	المبيعات ارتفعت بعد ظهوره في عام 2013	0.6
عندما لم يكن جرس بابه مسموعاً من متجره ف مرآب منزله	2013	0
كتب	توصيات عن كتب يجب على الأطفال أن يبحثوا عنها عندما يتوجه كل منهم إلى المكتبة	0.125
أزمة التمويل والتحول في فلسفة البرامج التلفزيونية التعليمية	أزمة التمويل	0.4
أربعة	أربعة	1.0
 Apple 	وزارة الاقتصاد، والتجارة، والصناعة اليابانية	0
الهاتف	سنصنع التاريخ اليوم	0
عزمها الترشح للرئاسة	عزمها الترشح للرئاسة	1.0
في لابلاتا	لابلاتا	0.6666666666666666
لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	برنامج الأخ الأكبر لم ينتهك أياً من قوانين الرقابة على المحتوى عبر الإنترنت	0.8695652173913044
يجب أن يكون موجوداً على الخادم بشكل ملموس	يجب أن يكون موجوداً على الخادم بشكل ملموس	1.0
جون هاوارد	بيتر كوستيلو	0
ماسيج كريزيل	ماسيج كريزيل والمرشدة آنا أوغارزينسكا	0.5714285714285715
فنلندا	فنلندا	1.0
53	53	1.0
مانشستر سيتي	27 مليون جنيه إسترليني	0
جاك ليتون	جاك ليتون	1.0
حكومة الولاية وبعض النواب الفيدراليين	حكومة الولاية وبعض النواب الفيدراليين	1.0
بلورات	لتكوين بلورات قد تُعيق وظائف الكلى	0.2857142857142857
بلورات تتشكل في بول القطط	بلورات تتشكل في بول القطط	1.0
تومي دريمر	تومي دريمر	1.0
داستن ""جولدست"" رانلز	داستن ""جولدست"" رانلز	1.0
تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً	1.0
إيد ديفي 	نورمان لامب	0
نورمان لامب 	نورمان لامب	1.0
الفنانون	لكاميل سان ساينز	0
نشاط مأهول خارج المركبة ( EVA )	رائد الفضاء رقم 11	0
أبولو سويوز	قام بقيادة الجزء السوفيتي من مهمة ""أبولو سويوز	0.4
الليبرالي	المحافظين الماليين	0
سكايب	الصين، وأوروبا الشرقية، والبرازيل	0
تنويع مصادر ربحها واكتساب شعبية في المناطق التي يحتل فيها سكايب مكانة قوية	تنويع مصادر ربحها واكتساب شعبية	0.5555555555555556
الاعتماد على النفط	الاعتماد على النفط	1.0
 ويضعون ورقة مطبوعة بشكل مسبق مشيرة إلى مرشحهم المفضل في ظرف	ظرف	0.16666666666666669
اهتمامه بالحرب الذي استمر طوال حياته	اهتمامه بالحرب	0.5
معدل الوفيات المرتفع جداً	معدل الوفيات المرتفع	0.8571428571428571
اثنين	6000	0
 مرتبطة بالأقمار الاصطناعية 	تقنية مرتبطة بالأقمار الاصطناعية	0.8571428571428571
بتحديد مكان طائرة بدقة أعلى	بتحديد مكان طائرة بدقة أعلى	1.0
يخصص 10 عملاء للمواد الإباحية للبالغين	يخصص 10 عملاء للمواد الإباحية للبالغين	1.0
انقلاب	انقلاب	1.0
 أمام الرحلات الجوية التجارية	وانفجرت	0
كارتر	كارتر	1.0
لهنري كيسنجر	بريجنسكي	0
مخلبه الثاني كان أكبر	المخلب الغربي	0
الستينيات	الحرب العالمية الثانية	0
في ساحة القديس بطرس.	ساحة القديس بطرس	0.8571428571428571
 '' أوكا '' '' 	أوكا	1.0
9000	9000	1.0
14.7 مليار دولار أمريكي	10 مليار يورو	0.28571428571428575
في مستنقعات بالقرب من ليون في شرق فرنسا.	ليون في شرق فرنسا	0.6666666666666666
منذ القرن التاسع عشر	لم تواجه هايتي مشاكل متعلقة بالمرض منذ القرن التاسع عشر	0.5714285714285715
مُعسكر القوات	أرتيبونايت	0
التعدّي على ممتلكات الغيْر	التعدّي على ممتلكات الغيْر	1.0
لم يمسس اللافتة ضرر	تغيير شكل حرف ال""O"" ليبدو كحرف ""e"".	0
إلى الجمعية الوطنية	الجمعية الوطنية	0.8
الشمال الغربي.	الشمال الغربي	1.0
لأجهزة راديو مزدوجة 	امتلاك المحطة الأساسية لأجهزة راديو مزدوجة	0.6666666666666666
استخدامها ممنوع في الألعاب	استخدامها ممنوع في الألعاب	1.0
لقاح التهاب الدماغ،	نشر من يصطاد الخنازير في المناطق المصابة بشدة	0
من خلال الخنازير،	البعوض	0
منع الاتحادات المدنية لشخصين من نفس الجنس	قد يفتح فشل الجملة الثانية، التي تقترح منع الاتحادات المدنية لشخصين من نفس الجنس، الباب للاتحادات المدنية في المستقبل	0.46153846153846156
 للصحافة 	موساك فونسيكا	0
للو بيكولو	للو بيكولو	1.0
في نيبال	نيبال	0.6666666666666666
كلب مسعور	قراصنة	0
مباشرةً بعد التوقف للصيانة	التوقف للصيانة	0.6666666666666666
 بسبب تضرر نظام التعليق	تضرر نظام التعليق	0.8571428571428571
جلسة استماع	وكيل المحكمة جلسة استماع	0.6666666666666666
ممثلة	أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ	0
هيئة الإسكان 	هيئة الإسكان في أوكلاند	0.6666666666666666
2,220	2,220	1.0
جرى التحقق من أن أصل حوالي 34 فقط	نيزك	0
في عام2006	2006	0
خلال سباق جائزة المجر الكبرى عام 2009.	2009.	0.25
جميع أصوات مندوبيها الخمسين	قوى مركزه ليصبح المرشح الأول في قائمة ترشيحات الحزب الجمهوري	0
المعلومات	المعلومات	1.0
قارب	قارب	1.0
أربع	45	0
في عام 2007	2007.	0.5
الولايات المتحدة	الولايات المتحدة	1.0
الاقتصاد	لاعتماده الكبير على صادرات الفحم	0
برنامج الصيد التابع للجمعية	برنامج الصيد	0.6666666666666666
التلويح بالجهاز في الهواء	التلويح بالجهاز في الهواء	1.0
 نظام التحكم	نينتندو الثوري	0
اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016	أن اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016- قد تخلت عن جهودها	0.878048780487805
بوب ديلان	بوب ديلان	1.0
جوردون جوندرو	جوردون جوندرو	1.0
أكثر من 1,000	1,000	0.5
 عطل كهربائي	عطل كهربائي	1.0
20 قدماً	20 قدماً	1.0
فيضاناً	شهد فيضاناً يصل ارتفاعه إلى 20 قدماً	0.25
كيفية تشكل الكواكب، وعلى الأخص كيف تشكلت الأرض	كيفية تشكل الكواكب	0.36363636363636365
التقاط صور لحاجز الشرطة	أوقف مركبته على الجانب الآخر من شارع سيبولفيدا بوليفارد وحاول التقاط صور لحاجز الشرطة	0.4444444444444445
240 كيلومتراً في الساعة (149 ميلاً في الساعة)	240 كيلومتراً في الساعة	0.6666666666666666
بعد توقف فيرناندو ألونسو المبكر	2008	0
الطائرة	مكوناً رئيسياً لكل من الجيشين الروسي والسوفيتي منذ سبعينيات القرن العشرين	0
إناث وذكور	إناث وذكور	1.0
محور النورة	محوراً متطوراً بالكامل	0
في البلدان ذوات الدخل المنخفض	البلدان ذوات الدخل المنخفض	0.888888888888889
طابعات نفاثة للحبر	طابعات نفاثة للحبر قياسية	0.8571428571428571
الظروف الجوية القاسية	الظروف الجوية القاسية	1.0
متى يعتقد أن تبدأ الحياة	متى يعتقد أن تبدأ الحياة	1.0
التعليق على تفاصيل الحالات المحتملة	متى يعتقد أن تبدأ الحياة	0
نحو السماء 	السماء أثناء الليل	0.4
التغيرات في درجات الحرارة	التغيرات في درجات الحرارة بين الليل والنهار	0.7272727272727273
صور الأشعة تحت الحمراء	صور الأشعة تحت الحمراء	1.0
منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0
جوهانسبرغ	ملعب إليس بارك في جوهانسبرغ	0.33333333333333337
49	49	1.0
بولونياا	بولونيا	0
29%	1,400	0
في نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	0.9090909090909091
تنظيم الأبوة	كومن	0
للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75
أسوس	أسوس	1.0
أجهزة الحاسوب المحمولة	أُطلق في وقت سابق في جميع أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0
الصبي	الصبي	1.0
في هذه المرحلة	المجموعة الثانية	0
خسر موراي	خسر	0.6666666666666666
أطفال	أطفال في سن المدرسة	0.4
ذي أنيون	البرنامج اليومي	0
عند الساعة 11:20	11:20	0.5
سوء الأحوال الجوية	سوء الأحوال الجوية	1.0
العاصفة بعيدة عن اليابسة	العاصفة بعيدة عن اليابسة	1.0
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	1.0
تمويل عربات قطار إضافية	تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.3333333333333333
لجنة رئاسية	لجنة رئاسية	1.0
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.9333333333333333
بالاوان	بويرتو برنسيسا في بالاوان	0.4
السكرتير الصحفي	دونالد ترامب	0
تركيا	تركيا	1.0
نيران عدائية	لنيران عدائية	0.5
الجبلية	الجبلية	1.0
استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر	0.6666666666666666
7	7 تسديدات	0.6666666666666666
متسابق	زميله	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	أثناء الرحلة	0
شرب المشروبات الروحية باعتدال	الإفراط في شرب المشروبات الكحولية إلحاق الضرر بالكبد	0.3333333333333333
حي القناة	حي القناة	1.0
لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0
الداخل	بالقطب الجنوبي	0
في المناطق النائيّة	المدن أو حرم الجامعات	0
شواطئ نورث شور	أوكلاند	0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923
الأشخاص الذين يعملون في قطاع الدواجن	الأشخاص الذين يعملون في قطاع الدواجن	1.0
المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي	0.7499999999999999
البرتغاليون	البرتغاليون	1.0
جمهورية جديدة	أُنشئت جمهورية جديدة	0.8
السجال الدبلوماسي	السجال الدبلوماسي	1.0
وجودِ أكثر من مسافرين	لا تستعمل العائلات سيارات الأجرة عموماً في شارلوت، على الرغم من أنها قد تكون ذات فائدة ما في بعض الظروف	0.08333333333333334
 الإنكا	الإنكا	1.0
الطرق والقطارات والقوارب	تربط الطرق والقطارات والقوارب	0.8571428571428571
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0
النرويجيين	النرويجيين	1.0
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0
قد يكون بعضها مقلدة	قد يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0.3529411764705882
في الجزر النائية	دولار الولايات المتحدة الأمريكية في كثير من الأحيان. في الجزر النائية	0.42857142857142855
مهرجانات معبد كيرالا	معبد كيرالا	0.8
فرن ميكروويف	أقسام أطعمة جاهزة أكثر تنوعاً	0
التلويح	حني السبابة اتجاه الجسم	0
مقاطعة شمال ""كيفو""	آمنة بشكل معقول	0
تقتصر التصاريح	تقتصر التصاريح على حماية الوادي، وتكون متاحة في اليوم الأول من الشهر، قبل أربعة أشهر من شهر البدء	0.19999999999999998
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666
خلال الشتاء	الصيف الهندي	0
هذا	هونج كونج	0
كولون البحرية في الجهة المقابلة	جزيرة هونج كونج	0
قضبان أمان	قضبان أمان	1.0
الكعب والنعل الناعم الضيق للغاية	الكعب والنعل الناعم الضيق للغاية	1.0
قائمة بالمستضيفين المتوفيين	قائمة بالمستضيفين المتوفيين	1.0
ضيفها المعتاد في العشرينيات من عمره	الشباب	0
الإنترنت	شراء رقم عالمي بشكل منفصل	0
أزهار الكرز	أزهار الكرز	1.0
الإمبراطور	الإمبراطور	1.0
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	1.0
التخييم في الموقع	التخييم في الموقع	1.0
عصائر الفاكهة	أنواع النبيذ الفرنسي متعددة، ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع	0
الإسبان	الإسبان	1.0
أكثر راحة وأقل ازدحامًا	يحتوي كل قطار على عربات الدرجة الأولى والدرجة الثالثة	0
متجر بقالة	متجر بقالة	1.0
عن طريق رقم هاتف مجاني	رقم هاتف مجاني يمكن الاتصال به من معظم الهواتف مجاناً	0.4
فحص الهجرة	فحص الهجرة	1.0
سكاي تيم	سكاي تيم	1.0
الفيلة والزراف	الفيلة والزراف	1.0
تنزيل بيانات اللغة التي تريدها	Google	0
الزبادي	الزبادي	1.0
شقوق	ثلج متراكم به شقوق مملوءة ومُعلّمة بالأعلام	0.25
في باحة الكنيسة	هالدارسفيك	0
تأشيرات الطلاب	تأشيرات الطلاب	1.0
كطالب دولي	طالب دولي	0.5
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0
تموز عام 2020	2021	0
المناخات الحارة	الحارة	0.6666666666666666
الثروات	الرأس والكتفين	0
العاثيات	العاثيات أو الفيروسات	0.5
العرض	الحرب	0
أحد الجيران	أحد الجيران	1.0
ما يكفي من التباس في الدستور الأفغاني	التباس في الدستور الأفغاني	0.7272727272727273
الشرطة	مقاتلي داعش	0
توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333
غريب الأطوار	مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ	0.16666666666666669
نيكلاس باكستروم	نيكلاس باكستروم	1.0
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0
لإغلاق	وتم استعمال شاحنات التفريغ لإغلاق مداخل النفق	0.25
سايمون	بروكس وكرونينغ	0
الزلزال لم يستوف متطلبات 6.5 درجة	الزلزال لم يستوف متطلبات 6.5 درجة	1.0
الضيائيّة والدوران	الضيائيّة والدوران	1.0
